Period,Ranking Date,Type,Country,Rank,Rank Change,Video Title,Views,Upload Date,Tags,Channel Name,Subscribers,Thumbnail
일간,2026-01-04,video,한국,1,0,ROSÉ & Bruno Mars - APT. (Official Music Video),2211680,2024.10.18,"#ROSÉ_BRUNO_APT,#APT",ROSÉ,"19,500,000",https://img.youtube.com/vi/ekr2nIex040/mqdefault.jpg
일간,2026-01-04,video,한국,2,0,PSY - GANGNAM STYLE(강남스타일) M/V,1124188,2012.07.15,"#PSY,#싸이",officialpsy,"20,200,000",https://img.youtube.com/vi/9bZkp7q19f0/mqdefault.jpg
일간,2026-01-04,video,한국,3,0,화사 (HWASA) - 'Good Goodbye' MV,805012,2025.10.15,"#화사,#HWASA",HWASA,"1,760,000",https://img.youtube.com/vi/Qe8fa4b5xNU/mqdefault.jpg
일간,2026-01-04,video,한국,4,0,BLACKPINK - ‘뛰어(JUMP)’ M/V,686108,2025.07.11,"#BLACKPINK,#블랙핑크",BLACKPINK,"99,500,000",https://img.youtube.com/vi/CgCVZdcKcqY/mqdefault.jpg
일간,2026-01-04,video,한국,5,0,LE SSERAFIM (르세라핌) 'SPAGHETTI (feat. j-hope of BTS)' OFFICIAL MV,584612,2025.10.24,"#LE_SSERAFIM,#르세라핌",HYBE LABELS,"79,300,000",https://img.youtube.com/vi/TvVtYaqCni8/mqdefault.jpg
일간,2026-01-04,video,한국,6,NEW,ENHYPEN (엔하이픈) 'THE SIN : VANISH' Chapter 3. 'Stealer',546573,2026.01.02,"#ENHYPEN,#엔하이픈",HYBE LABELS,"79,300,000",https://img.youtube.com/vi/aSVrki8FQUU/mqdefault.jpg
일간,2026-01-04,video,한국,7,-1,BABYMONSTER - ‘PSYCHO’ M/V,516621,2025.11.19,"#BABYMONSTER,#베이비몬스터",BABYMONSTER,"11,000,000",https://img.youtube.com/vi/yd_uG3TtREs/mqdefault.jpg
일간,2026-01-04,video,한국,8,-1,"Stray Kids(스트레이 키즈) ""Do It"" M/V",477766,2025.11.21,"#StrayKids,#스트레이키즈",JYP Entertainment,"31,700,000",https://img.youtube.com/vi/NED7nev2ywQ/mqdefault.jpg
일간,2026-01-04,video,한국,9,-1,"KATSEYE (캣츠아이) ""Gameboy” Official MV",473139,2025.06.27,"#KATSEYE,#KATSEYE_Gameboy",HYBE LABELS,"79,300,000",https://img.youtube.com/vi/-bC4iak3kxg/mqdefault.jpg
일간,2026-01-04,video,한국,10,-1,"KATSEYE (캣츠아이) ""Gnarly"" Official MV",442212,2025.04.30,"#KATSEYE,#KATSEYE_Gnarly",HYBE LABELS,"79,300,000",https://img.youtube.com/vi/R2-yomhYAj4/mqdefault.jpg
일간,2026-01-04,video,한국,11,0,BLACKPINK - 'How You Like That' DANCE PERFORMANCE VIDEO,391833,2020.07.06,"#BLACKPINK,#블랙핑크",BLACKPINK,"99,500,000",https://img.youtube.com/vi/32si5cfrCNc/mqdefault.jpg
일간,2026-01-04,video,한국,12,-2,ILLIT (아일릿) 'NOT CUTE ANYMORE’ Official MV,378230,2025.11.24,"#ILLIT,#아일릿",HYBE LABELS,"79,300,000",https://img.youtube.com/vi/x_RYZsOfpKY/mqdefault.jpg
일간,2026-01-04,video,한국,13,-1,JENNIE - like JENNIE (Official Video),364934,2025.03.06,"#JENNIE,#Ruby",JENNIE,"16,500,000",https://img.youtube.com/vi/JSFG-IE8n_c/mqdefault.jpg
일간,2026-01-04,video,한국,14,+2,CORTIS (코르티스) 'FaSHioN' Official MV,323973,2025.09.08,"#CORTIS,#코르티스",HYBE LABELS,"79,300,000",https://img.youtube.com/vi/42wfEs7oIP8/mqdefault.jpg
일간,2026-01-04,video,한국,15,-1,"KATSEYE (캣츠아이) ""Touch"" Official MV",297388,2024.07.26,"#KATSEYE,#KATSEYE_Touch",HYBE LABELS,"79,300,000",https://img.youtube.com/vi/l9CZykYZkOQ/mqdefault.jpg
일간,2026-01-04,video,한국,16,-1,JENNIE - 2025 MMA Performance Rehearsal,292524,2025.12.23,"#JENNIE,#Ruby",JENNIE,"16,500,000",https://img.youtube.com/vi/9JYL03FS2N4/mqdefault.jpg
일간,2026-01-04,video,한국,17,+1,"Stray Kids(스트레이 키즈) ""신선놀음 (DIVINE)"" M/V",289737,2025.11.27,"#StrayKids,#스트레이키즈",JYP Entertainment,"31,700,000",https://img.youtube.com/vi/E8i32NXMxnc/mqdefault.jpg
일간,2026-01-04,video,한국,18,+5,BTS (방탄소년단) 'Dynamite' Official MV,287075,2020.08.21,"#BTS,#방탄소년단",HYBE LABELS,"79,300,000",https://img.youtube.com/vi/gdZLi9oWNZg/mqdefault.jpg
일간,2026-01-04,video,한국,19,0,JENNIE - like JENNIE (Official Live Performance Video l NPOP LIMITED EDITION - SIDE A),285193,2025.03.13,"#JENNIE,#Ruby",JENNIE,"16,500,000",https://img.youtube.com/vi/XD00TJ-6WSw/mqdefault.jpg
일간,2026-01-04,video,한국,20,0,aespa 에스파 'Whiplash' MV,284702,2024.10.21,"#aespa,#에스파",SMTOWN,"33,500,000",https://img.youtube.com/vi/jWQx2f-CErU/mqdefault.jpg
일간,2026-01-04,video,한국,21,0,BLACKPINK - 'Kill This Love' M/V,280837,2019.04.04,"#BLACKPINK,#블랙핑크",BLACKPINK,"99,500,000",https://img.youtube.com/vi/2S24-y0Ij3Y/mqdefault.jpg
일간,2026-01-04,video,한국,22,+2,ILLIT (아일릿) ‘Magnetic’ Official MV,275090,2024.03.25,"#아일릿,#ILLIT",HYBE LABELS,"79,300,000",https://img.youtube.com/vi/Vk5-c_v4gMU/mqdefault.jpg
일간,2026-01-04,video,한국,23,+2,"TWICE(트와이스) ""THIS IS FOR"" M/V",271521,2025.07.11,"#TWICE,#트와이스",JYP Entertainment,"31,700,000",https://img.youtube.com/vi/eHHQaoEW30Q/mqdefault.jpg
일간,2026-01-04,video,한국,24,+5,j-hope ‘Killin' It Girl (Solo Version)’ Official MV (Choreography ver.),250755,2025.06.16,"#jhope,#제이홉",HYBE LABELS,"79,300,000",https://img.youtube.com/vi/HK3LjI2InOg/mqdefault.jpg
일간,2026-01-04,video,한국,25,-12,BABYMONSTER - ‘SUPA DUPA LUV’ M/V,247439,2025.12.19,"#BABYMONSTER,#베이비몬스터",BABYMONSTER,"11,000,000",https://img.youtube.com/vi/SbdOIdg2McI/mqdefault.jpg
일간,2026-01-04,video,한국,26,+5,BABYMONSTER - ‘WE GO UP’ M/V,246687,2025.10.10,"#BABYMONSTER,#베이비몬스터",BABYMONSTER,"11,000,000",https://img.youtube.com/vi/wlHwjkYpSr0/mqdefault.jpg
일간,2026-01-04,video,한국,27,+1,LISA - 'MONEY' EXCLUSIVE PERFORMANCE VIDEO,242510,2021.09.24,"#LISA,#리사",BLACKPINK,"99,500,000",https://img.youtube.com/vi/dNCWe_6HAM8/mqdefault.jpg
일간,2026-01-04,video,한국,28,+7,BLACKPINK - ‘Pink Venom’ M/V,237239,2022.08.19,"#PinkVenomChallenge,#BLACKPINK",BLACKPINK,"99,500,000",https://img.youtube.com/vi/gQlMMD8auMs/mqdefault.jpg
일간,2026-01-04,video,한국,29,+3,CORTIS (코르티스) 'GO!' Official MV,233873,2025.08.10,"#CORTIS,#코르티스",HYBE LABELS,"79,300,000",https://img.youtube.com/vi/WXS-o57VJ5w/mqdefault.jpg
일간,2026-01-04,video,한국,30,-3,الليلة الأولى | ليالي الامتحان الأخيرة| ثالثة ثانوي ٢٠٢٥ مع أ. محمد صلاح,230822,2025.09.07,"#ثالثة_ثانوي,#خلاصة_الخلاويص",Cuckoo,"2,390,000",https://img.youtube.com/vi/-95ruKuZyqg/mqdefault.jpg
일간,2026-01-04,video,한국,31,-1,케이팝 데몬 헌터스 노래 모음 | 구슬 음악,227127,2025.11.01,"#음악,#구슬음악",HAPIKATO,"1,020,000",https://img.youtube.com/vi/nL2bLcCtXcM/mqdefault.jpg
일간,2026-01-04,video,한국,32,+2,BLACKPINK - ‘뚜두뚜두 (DDU-DU DDU-DU)’ M/V,220066,2018.06.15,"#BLACKPINK,#블랙핑크",BLACKPINK,"99,500,000",https://img.youtube.com/vi/IHNzOHi8sJs/mqdefault.jpg
일간,2026-01-04,video,한국,33,+5,NewJeans (뉴진스) 'OMG' Official MV (Performance ver.1),219353,2023.01.03,"#NewJeans,#뉴진스",HYBE LABELS,"79,300,000",https://img.youtube.com/vi/sVTy_wmn5SU/mqdefault.jpg
일간,2026-01-04,video,한국,34,+2,"[MV] TAK - ‘PPPP’ feat. 하츠네 미쿠, 카사네 테토",218270,2025.09.17,"#TAK,#HatsuneMiku",TAK / DORIDORI,"313,000",https://img.youtube.com/vi/8Cm-7oCq9HA/mqdefault.jpg
