Period,Ranking Date,Ranking Type,Category,Country,Rank,Rank Change,Channel Name,Profile Image,Views,Likes,Video Count,Tags,Type
주간,2025-12-05,인기순위,gaming,한국,71,+1,주키니TV,https://i.playboard.app/p/GPUqjdV38gdu8ELz1XvSDoOj8UqjzFupU9IXt7udQ2D1UohqflD6fiU277v_paOgarcqXSHh4Q/100x100.jpg,2469289,30000,0,"#주키니,#주키니TV",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,72,-51,리니지W,https://i.playboard.app/p/HMBakqR3ie9GOZzY2fZcOT5pJmGWMR76boVMr-qzPWLbRUPSfeh3EaMX64eTd45BHF_V3WAdSA/100x100.jpg,3115614,597,8,"#리니지W,#LineageW",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,73,+14,프레이 TV,https://i.playboard.app/p/AATXAJwu04evyqmS70QKJ3xTnWdlXqePqm34QLwVo08f/100x100.jpg,3093849,23000,0,"#PraY,#Longzhu",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,74,+10,숏날두,https://i.playboard.app/p/082qJaTOY5TuJ7AwvZYQvOdP9ZO7mk0axcqh3csm7aaX3WkVMXXRVxTLtoGibV-RR1q10CMY/100x100.jpg,6053687,97000,18500,"#리그오브레전드,#롤",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,75,-13,테스터훈 TesterHoon,https://i.playboard.app/p/AATXAJzlgcrbqxpyl2p-F5dgh8HGjuK0T-9jWJnlk9icZQ/100x100.jpg,1651939,10000,0,"#테스터훈,#게임",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,76,-13,궁복동 유튜브,https://i.playboard.app/p/Y_GduxnbSfbiaTYtiwakITbvH40V_5rESH93bKRBbix1_Bs8yjeM3mbrFe5f0qF0G-boHoY-caw/100x100.jpg,6092707,75000,4223000,,channel_ranking
주간,2025-12-05,인기순위,gaming,한국,77,-22,롤카월드,https://i.playboard.app/p/cSFJncebp9ARlcSTrrAWqyapXMPujL6v-MCrPQJYRL0qbCv3JEXuXjxygeSVyJDWFQMospwQow/100x100.jpg,6005783,66000,0,"#쇼츠 #영화 #영화리뷰,#쇼츠",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,78,+62,원붕이즈굿,https://i.playboard.app/p/FUWyXveIIr-zZtCt-xfWWYPwgOPawfUMvzRIrOyiEZTWwB8-jb_VjPjNBOrW1ST93LQ7vBo5iA/100x100.jpg,4920783,169000,0,"#젠레스존제로,#zzz",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,79,+98,루나,https://i.playboard.app/p/bMc1myID1FdKB5wRQMhcsRbNte36S68nautuswzF8Kx4YAmHFIQjoqG2wa-dJ6SeCylXAIoTHw/100x100.jpg,5158903,149000,272100,,channel_ranking
주간,2025-12-05,인기순위,gaming,한국,80,-13,쵸튜브[쵸피],https://i.playboard.app/p/APkrFKYNbPt6ZPAHphxJw66YAmsJIcaOHUBa2-oIECBXbQ/100x100.jpg,1582119,8,1,"#쵸피,#쵸튜브",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,81,+26,동수칸TV,https://i.playboard.app/p/AATXAJxwMN_C6pt4ipBqsT1UdxNdMt7wefXJc1WKjSCxxw/100x100.jpg,2535784,16000,0,"#게임,#롤",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,82,+24,PLAYWITH KOREA,https://i.playboard.app/p/8y-gIAkUx7ZxIMapHqluxlCDVLodIZrA5Li38j6gdOgKhQb0TMeJwAwNoaGstUQV1_sfbHHMFDU/100x100.jpg,3481294,2,938480,"#playwithkorea,#playwith",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,83,-23,스맵,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",1236502,7,0,"#스맵,#smeb",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,84,-5,삐야기,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",5249318,129000,0,"#로블록스,#상황극",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,85,+1,한설,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",5766006,73000,0,"#게임,#발로란트",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,86,+3,왈도쿤,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",1077348,22000,0,"#왈도쿤,#스트리머",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,87,+95,텔론,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",1202076,9,4,"#텔론,#리그오브레전드",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,88,+106,로요술,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",5857670,56000,10000,"#동영상,#공유",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,89,+37,강 지,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",1428442,40000,0,"#강지,#편집",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,90,+18,PAKA,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",1176459,6,0,"#파카,#paka",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,91,+288,롤민녀,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",5603671,56000,3410000,"#티원,#T1",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,92,-50,잠뜰 TV,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",971832,27000,153000,"#잠뜰,#Sleepground",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,93,+22,Tyan TFT,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",301144,90000,1,"#TFT,#롤토체스",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,94,-9,게임대장봉준,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",1145699,5,0,"#봉준,#와꾸대장봉준",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,95,+5,하래유,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",4704353,125000,0,"#로블록스,#마인크래프트",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,96,+17,Wall Su,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",2136305,53000,0,"#게임,#병맛",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,97,+480,티싸수 TCF,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",5097920,78000,2178000,"#쇼츠,#마인크래프트",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,98,NEW,껨톡,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",4920004,83000,0,,channel_ranking
주간,2025-12-05,인기순위,gaming,한국,99,+509,롤 Empire,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",5298870,42000,0,"#롤,#리그오브레전드",channel_ranking
주간,2025-12-05,인기순위,gaming,한국,100,+12,발스타홍구,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",1038631,10000,0,"#스타크래프트,#홍구",channel_ranking
주간,2025-12-05,인기순위,news,한국,1,0,MBCNEWS,https://i.playboard.app/p/AIdro_myo6O63TGagCxbQa25E5cYAMTx2kBPbwSlqb6d8Ydae2U/100x100.jpg,114133455,17000,2,"#mbc,#news",channel_ranking
주간,2025-12-05,인기순위,news,한국,2,0,JTBC News,https://i.playboard.app/p/huo8anjEzTu67FuF6mO6ui8beFyZ2rECX6-WkshXZlEfohUB1R8o66jGRbhAErooLYAXxH9U27E/100x100.jpg,93721751,11000,1,"#JTBC,#NEWS",channel_ranking
주간,2025-12-05,인기순위,news,한국,3,0,YTN,https://i.playboard.app/p/Sd77hfGXNh1K4VgLCnYVrzWVkUKh04N5VDClPweoP-sbaZXzH3llUz2W1N_-Z4RX5_XauYpvSQ/100x100.jpg,82924187,550000,0,"#YTN,#LIVE",channel_ranking
주간,2025-12-05,인기순위,news,한국,4,0,SBS 뉴스,https://i.playboard.app/p/SqFZwlQcqLs4JMZd3lthkg79kCHi68eerNpkkahvEYSPWhm2afUNqFkbMC6J6JJcy9JJ_DzQ8w/100x100.jpg,58694493,427000,0,"#SBSNEWS,#sbs",channel_ranking
주간,2025-12-05,인기순위,news,한국,5,0,KBS News,https://i.playboard.app/p/2696d31695b58f7b8451bd60295d6bd5/100x100.jpg,28862169,216000,5,"#kbs,#뉴스",channel_ranking
주간,2025-12-05,인기순위,news,한국,6,+4,뉴스TVCHOSUN,https://i.playboard.app/p/AtOfk6Ivk4KYoHNxFu4VOUez9H8d5uN4tNWO95wruz1_cfXWKn_FuEHmXjOl7kaE9MUzieaDuw/100x100.jpg,34212463,677000,8,"#TV조선,#뉴스",channel_ranking
주간,2025-12-05,인기순위,news,한국,7,+4,채널A News,https://i.playboard.app/p/XtYafwY24d9_WRjkvLb4x1NIKq-eUPGaUD-Bmp105NrFZ1XK9GePXOhIaOO7ReuHWd7q_I-_/100x100.jpg,34345920,446000,19100,"#채널A,#시사",channel_ranking
주간,2025-12-05,인기순위,news,한국,8,+80,미디어몽구,https://i.playboard.app/p/2a782a51ae5bf41b199697e41864da25/100x100.jpg,102775212,483000,10000,"#미디어몽구,#시사채널",channel_ranking
주간,2025-12-05,인기순위,news,한국,9,-3,성창경TV,https://i.playboard.app/p/AATXAJzHC0nJG9rHSkikGgNtDIDf9HZ4AlI4BJ1g-TrFEA/100x100.jpg,8377862,12000,0,"#성창경,#KBS",channel_ranking
주간,2025-12-05,인기순위,news,한국,10,-2,김어준의 겸손은힘들다 뉴스공장,https://i.playboard.app/p/HCAmwUnQBZQQqXYBtdGX_OHwO6pMDLsp86CMot_U-rb5IE7cx3R9tldrBIqnTTKIuGwhG-ZUPw/100x100.jpg,12836636,703000,7817000,"#김어준,#뉴스공장",channel_ranking
주간,2025-12-05,인기순위,news,한국,11,+5,대한민국정부,https://i.playboard.app/p/bd89463df980188e658a169fdf22183e/100x100.jpg,29837721,13000,0,"#대한민국정부,#대한민국",channel_ranking
주간,2025-12-05,인기순위,news,한국,12,+2,KNN NEWS,https://i.playboard.app/p/EUJ7SjMIo82yubBx-domGX4MlRD3D2LS4IIzZGjc2tN3ydFRlv-ORTH5RFX0x4EcWWzIcSPupQ/100x100.jpg,18830540,163000,0,"#knn,#news",channel_ranking
주간,2025-12-05,인기순위,news,한국,13,-4,[팟빵] 매불쇼,https://i.playboard.app/p/U0GhlaQUDBg5E0blBzoC7UJi_6TChKz3pFDkdZ8uAbfja0xnvRSVnBvEVMHI40BoJu6NlliG/100x100.jpg,13168897,680000,65000,"#매불쇼,#최욱",channel_ranking
주간,2025-12-05,인기순위,news,한국,14,-2,연합뉴스TV,https://i.playboard.app/p/AIdro_kFqbmXOoxJIaLVQYrJMB8gR8_LTF7Wm1lDpZbCmqhJh3U/100x100.jpg,20577341,179000,0,"#뉴스,#생방송",channel_ranking
주간,2025-12-05,인기순위,news,한국,15,-8,JTV뉴스,https://i.playboard.app/p/3ADH5DY_RrwsY2DrNJgvs5X0rGfpfg4UGOxiim0JQpzcqnX8TZOr4tLeGLKFgGE-eonoyn8oV8g/100x100.jpg,13195437,288000,0,"#전라북도,#JTV전주방송",channel_ranking
주간,2025-12-05,인기순위,news,한국,16,+5,MBN News,https://i.playboard.app/p/q8GqH33y7Zhk89Sy56XNUBvOvthl7MwBsws5PXpPAeaATMtxAbUHbkEP9qVa-TJ99NJE8e246g/100x100.jpg,15735581,166000,41,"#MBN,#김주하",channel_ranking
주간,2025-12-05,인기순위,news,한국,17,+3,스픽스,https://i.playboard.app/p/S3rLqAB2YDYQDzLNBiFveCxuoTifWkLQtQP-V416WUiciWNz1umav1O51CwrxVy8zKrTMSKg/100x100.jpg,11225169,345000,577,"#스픽스,#speaks",channel_ranking
주간,2025-12-05,인기순위,news,한국,18,-5,정치핫소스,https://i.playboard.app/p/Vy5tOHr4Nm_C_XfIG5PaGfzen1BG8QVQe_Au57n5FxFn6fjPVN1P_G7l-GXgTqjzeD593Hf1/100x100.jpg,37741123,917000,0,"#정치핫소스,#이재명",channel_ranking
주간,2025-12-05,인기순위,news,한국,19,+13,전한길뉴스 1waynews,https://i.playboard.app/p/8BWh8K-OgNcStv4C6tBXgFe_x3J2LdRxHxwW8e6LiKuAQKG_wV-uShNqffE3EZ9OrZA2rSL2FA/100x100.jpg,10986126,12000,22000,"#전한길,#전한길뉴스",channel_ranking
주간,2025-12-05,인기순위,news,한국,20,-1,MBC 라디오 시사,https://i.playboard.app/p/d3b7240ed1e5c2b807b3f9a57452b9bc/100x100.jpg,10331094,236000,0,"#MBC,#MBC라디오",channel_ranking
주간,2025-12-05,인기순위,news,한국,21,+61,뉴스1TV,https://i.playboard.app/p/7HgBD6iBUIdCb-Pcdp4asPvdpI2GWyNVYJgWonlVVXchLyQHM9Fv2tfv9IzrrFf-zyLTgB-szg/100x100.jpg,7774870,68000,4071,"#뉴스1,#뉴스",channel_ranking
주간,2025-12-05,인기순위,news,한국,22,+9,연합뉴스 Yonhapnews,https://i.playboard.app/p/Oap-7vIew4a-HX0zOLCPM5OOHjJJhUweb6tnGbkdtjaZLKhf2kTJsd-3YJ5dwGp1Ng6mvDbdRg/100x100.jpg,11522941,87000,41,"#연합뉴스,#yonhapnews",channel_ranking
주간,2025-12-05,인기순위,news,한국,23,+1,펜앤마이크TV,https://i.playboard.app/p/pgWi3cZWn4e__8L9L44LLsZqnwlrqEul_acGhl1Fym5Y8YqImoB9rMadXPaul7d-h_w2-BCsmtU/100x100.jpg,8544951,649000,1,"#펜앤드마이크,#뉴스",channel_ranking
주간,2025-12-05,인기순위,news,한국,24,+2,OBS뉴스,https://i.playboard.app/p/5428c858ac079e3de252a0092db49429/100x100.jpg,11577458,155000,0,"#obs,#경인방송",channel_ranking
주간,2025-12-05,인기순위,news,한국,25,0,엠뉴 | MBC경남 NEWS,https://i.playboard.app/p/v__eiQEgXgwAynGyNr0_Nmcs3pBhXI-ZGhkiNwgxvQnlCaDH-m1DKnnC7044d95G3qW_8V3iZQ/100x100.jpg,17189005,313000,32,"#뉴스,#엠비씨경남",channel_ranking
주간,2025-12-05,인기순위,news,한국,26,-3,뉴스토마토,https://i.playboard.app/p/AAUvwnhnLMFbtfx0kJIPojpdKp6D6wgTnIxMBhtd4z5xzw/100x100.jpg,9913983,303000,12,"#뉴스토마토,#이재명",channel_ranking
주간,2025-12-05,인기순위,news,한국,27,-12,전주MBC News,https://i.playboard.app/p/APkrFKZcgWbjxWhvERPSCnl41HuT2AE09iLcvMvEa_0y/100x100.jpg,6940228,196000,0,"#전주MBC,#NEWS",channel_ranking
주간,2025-12-05,인기순위,news,한국,28,+116,1분뉴스쇼,https://i.playboard.app/p/MJdPRGKKegYVUsjNJfwiSDnb1IIN69jVo760yPnJU1tJS2lbTpCUF3JQvanQD6nvrWpsseShuQ/100x100.jpg,28015661,605000,11000,"#쇼츠,#뉴스",channel_ranking
주간,2025-12-05,인기순위,news,한국,29,-11,오마이TV,https://i.playboard.app/p/c20b13b8dced404a917c3602a004b3d1/100x100.jpg,8366306,241000,0,"#박정호,#핫스팟",channel_ranking
주간,2025-12-05,인기순위,news,한국,30,+3,서정욱TV,https://i.playboard.app/p/M2vewKQdKYG-yDLkOEL48jvrqzjKC4CH-YXiNwLeTA3W_ignOnbMM1BAbcfCpUqa_gPGfDfykg/100x100.jpg,3279626,471000,4141000,"#서정욱,#서정욱변호사",channel_ranking
주간,2025-12-05,인기순위,news,한국,31,-9,이슈카톡,https://i.playboard.app/p/GXD6CIjLk1Dnt5VC7nl-M72a7ueVq8b6oA4yjURVnF1ZYbgqtwf5ZPNg72VafPOIw02ANvMh2A/100x100.jpg,22546441,869000,0,"#윤석열,#김건희",channel_ranking
주간,2025-12-05,인기순위,news,한국,32,+246,미디어쇼츠,https://i.playboard.app/p/7rlTtFMzGKfuE8T2Z0_QcJZwgCKdxu2uURra0Z3lxVAqmTs82W1WgrFC_GvxuBghXKaMpZVWmOM/100x100.jpg,29559945,104000,4,"#이재명,#더불어민주당",channel_ranking
주간,2025-12-05,인기순위,news,한국,33,+38,크랩 KLAB,https://i.playboard.app/p/qNPX5L53No3XO5G5TjZF0w3LplTVX9gJyv4BsVyqz6MolUgi-nfSzWF_5tRPsWDU_9tKcOk0qg/100x100.jpg,6157172,62000,50000,"#크랩,#뉴스",channel_ranking
주간,2025-12-05,인기순위,news,한국,34,+7,행정안전부,https://i.playboard.app/p/U7hZMnF-bulsaoQbqRpMJpAfghb3jPXA8CIT55yYyhwoTtBbFiRgjPnRh_DxQ9aui7WKMnyXEg/100x100.jpg,5229203,1,487,"#행정안전부,#행안부",channel_ranking
주간,2025-12-05,인기순위,news,한국,35,-6,배승희 변호사,https://i.playboard.app/p/0rq8-6Y4J9fAmIUdv4xPFzcpRxPbSOR-_UqzYKkKM7psasddKeKv2Xn4Jc1Abue4wAtHPpX1/100x100.jpg,3513809,417000,30000,"#배승희,#뉴스배송",channel_ranking
주간,2025-12-05,인기순위,news,한국,36,+1,신인균의 국방TV,https://i.playboard.app/p/AIdro_mG3D_KFp1pXndu9GUc6iEgW8wPCvyT9vs7AJQLnDqq-nw/100x100.jpg,2092434,283000,0,"#신인균,#신인균의 국방TV",channel_ranking
주간,2025-12-05,인기순위,news,한국,37,+6,GROUND C 그라운드씨,https://i.playboard.app/p/flYXJeWesTnvfR8vfMkRXlv1QJrQl5dpeYt2Gpv80U7JUtNo4b3CnleWZnizVCMR_zc1EPaO/100x100.jpg,3883528,359000,71000,"#보수주의,#미국정치",channel_ranking
주간,2025-12-05,인기순위,news,한국,38,+11,정치 읽어주는 여자,https://i.playboard.app/p/jLcokU1BXHN7-8aBc7yQcbRms6cHry3EfDQoWjXzpJavA1aBxQwGPQohOkHLZMvMjS-oh6BZ/100x100.jpg,2977744,165000,0,"#윤석열,#이재명",channel_ranking
주간,2025-12-05,인기순위,news,한국,39,-5,춘천MBC뉴스,https://i.playboard.app/p/AATXAJztPJChTlwq3Bh98JFgs9feKrdUdB85bKdKm0e93A/100x100.jpg,4170063,115000,0,"#춘천,#강원",channel_ranking
주간,2025-12-05,인기순위,news,한국,40,-2,언론 알아야 바꾼다,https://i.playboard.app/p/AIdro_l1OETRBd3d05SVTH8ux3VX9fJ_ML2vHos7iitHOvSaSBRH/100x100.jpg,2436259,195000,0,"#민주당,#이재명",channel_ranking
주간,2025-12-05,인기순위,news,한국,41,+19,BJ톨,https://i.playboard.app/p/5WjzUowBD3m_DNeH507VZrkGAdlErmTOtTW5b4wBrL2t-6lrKP6ZTHwcBKAjw0iq_KJheYgum88/100x100.jpg,6174480,673000,0,"#시사뉴스,#사회운동",channel_ranking
주간,2025-12-05,인기순위,news,한국,42,+6,사장남천동,https://i.playboard.app/p/C281gCeIDzai8t5D4vtIQOO4HhYjaFMFheXjdoOxyjwXur55TRc2dGurhPmacTEh-ukYhKUa/100x100.jpg,2383266,171000,115000,"#임경빈,#오창석",channel_ranking
주간,2025-12-05,인기순위,news,한국,43,-1,백운기의 정어리TV,https://i.playboard.app/p/TsY3Sn5oA2Y2ATS9AebpSzwv3QKiQ9h_LDvUbUFCHQ_6iSlVsZFXodgBHVCRmu31uSEU_2hWIVQ/100x100.jpg,5081558,270000,240,"#백운기,#정어리TV",channel_ranking
주간,2025-12-05,인기순위,news,한국,44,+29,연합뉴스경제TV,https://i.playboard.app/p/FgazN6RP0IDga2--Zzfjnwz0yN8OCmrdKingdhUl00uv0y22585c9IMYDtontazKw6bLTAauuw/100x100.jpg,9227476,128000,0,"#주식,#투자",channel_ranking
주간,2025-12-05,인기순위,news,한국,45,+5,국민이 주인이다,https://i.playboard.app/p/nj93yKfWoMPMSUU2aIU-RLnmGD0puELsDGsHkdMnfep26PTeewYNbpJLs8cX9xrjFlfNYbwnDA/100x100.jpg,12148755,757000,126410,"#내란특검,#이재명대통령",channel_ranking
주간,2025-12-05,인기순위,news,한국,46,+50,전옥현 안보정론TV,https://i.playboard.app/p/FZt_Lc9BfHQBBuZHJIuZbNKPnPFFtmDJbEPQxwZetPa-X3GETRotWE1IVgDsvHclF1KKGpOIOhA/100x100.jpg,1923616,205000,1,"#문재인,#김정은",channel_ranking
주간,2025-12-05,인기순위,news,한국,47,-1,바꿀수만있다면TV,https://i.playboard.app/p/ec45c67629c146d769aadd0e53b3a0f8/100x100.jpg,13591159,581000,0,"#민주당 #이재명 #박찬대 #변희재,#이재명",channel_ranking
주간,2025-12-05,인기순위,news,한국,48,-20,까발려TV,https://i.playboard.app/p/23fUROSMFVSjo8kTtujhI8Ffv7bH7oJfRWt-KK5eNyQQSJQ24YTaQiHYkLy2CrBAEuVH4MwB7A/100x100.jpg,11480316,741000,0,"#윤석열탄핵,#김건희특검",channel_ranking
주간,2025-12-05,인기순위,news,한국,49,+3,한겨레TV,https://i.playboard.app/p/zRWQTcFVY0eCWrqPcaEZLwBi2inbzK793FF3I1MtrO13VxBjS0WwkgKF9GxWVMll9-rL38721DE/100x100.jpg,3228246,92000,4,"#한겨레,#윤석열",channel_ranking
주간,2025-12-05,인기순위,news,한국,50,+31,거리의 무법자들,https://i.playboard.app/p/NN-KypfkFX5HXQ2DFxpDnrelwqR57XAK_uZRyAo_2A05Uex3qcdXoDrAg9XXN3jEMbZE4qTPTok/100x100.jpg,15994597,220000,60000,"#shorts,#한문철",channel_ranking
주간,2025-12-05,인기순위,news,한국,51,+11,장르만 여의도,https://i.playboard.app/p/IIPW_3E0BO7tLgMP4YDl6TBcg0RshQFwZWsEXSDnTdx-qcH7wukSCNqnYnXvT_PF_Ydd0h1p/100x100.jpg,3018711,55000,2,"#정영진,#윤석열",channel_ranking
주간,2025-12-05,인기순위,news,한국,52,-1,매일신문,https://i.playboard.app/p/qNFNfJwjynXZhjoJbaLDPF5MO_YfyAS13_inYXPYi4BPQ--dqPM01mMHNKWN7ck73WnzBbKOBw/100x100.jpg,2987285,162000,0,"#매일신문,#이슈",channel_ranking
주간,2025-12-05,인기순위,news,한국,53,-36,편들어주는 파생 방송,https://i.playboard.app/p/mJiPDs_NBPNel6nIDxg5bs7ZTM5fREKjA12L5ZlmMtatnP9_ZJZzJbmzXrXLjqhltVjzX2z4aP0/100x100.jpg,13623580,369000,7,"#민주당,#조국당",channel_ranking
주간,2025-12-05,인기순위,news,한국,54,-9,애국청년김태풍,https://i.playboard.app/p/_lLp0KS_p7WBsVaIxwxabk6NRhReBkIlve1ZRVTQ1g0P2R-Q9hV8_SuLglftdE-_zOk3IPwvHg/100x100.jpg,11206087,613000,90000,"#정치,#민주당",channel_ranking
주간,2025-12-05,인기순위,news,한국,55,-8,고성국TV,https://i.playboard.app/p/95426e933af4390b73ed2c2b6de36ba4/100x100.jpg,3213013,337000,13000,"#고성국,#고성국TV",channel_ranking
주간,2025-12-05,인기순위,news,한국,56,-29,정치한줄,https://i.playboard.app/p/gWgPb_tf2lHh0OXzQ1eXdoYgyRDjhKne8duDSYmOaSKkZxADHqu8FsPB2MEjJkGcEiO7QSfN7g/100x100.jpg,10542336,632000,0,,channel_ranking
주간,2025-12-05,인기순위,news,한국,57,-2,이영풍TV,https://i.playboard.app/p/7de4b4a7e1bb59a36c2c3b26d176b79a/100x100.jpg,1518173,294000,6,"#윤석열,#이영풍",channel_ranking
주간,2025-12-05,인기순위,news,한국,58,-22,엠빅뉴스,https://i.playboard.app/p/AAUvwnjHRPyGn0HGzxGD_GnF5HnxHlLd_INL-3EFxGE5mQ/100x100.jpg,5107078,44000,6,"#MBC,#엠빅뉴스",channel_ranking
주간,2025-12-05,인기순위,news,한국,59,+15,송국건의 혼술,https://i.playboard.app/p/AATXAJzRl4ji3OI9EWgR_HOlL5LbRPSBfAX5Jc3h67ukrQ/100x100.jpg,1958124,209000,3,"#송국건혼술,#송국건",channel_ranking
주간,2025-12-05,인기순위,news,한국,60,+10,K템올킬,https://i.playboard.app/p/upcw5IXd2MZp5_3Z0BgfmzYqdsN_Cb_pbIZd4Dxvi4wxdTRL8p8LQluOTl7Y9aBNyBo0CDg_aD8/100x100.jpg,14218543,117000,0,"#news,#bangla",channel_ranking
주간,2025-12-05,인기순위,news,한국,61,+3,KBC 뉴스,https://i.playboard.app/p/ZDJHfZ0FlyJ20O-i62quHZPGhEAa4Qm10dk6kCJ2INvhMimO7Jva42yQwRbHC-84p6u-FY-J/100x100.jpg,11558951,181000,108,"#kbc,#깨비씨",channel_ranking
주간,2025-12-05,인기순위,news,한국,62,+36,정치보감,https://i.playboard.app/p/c74b47e69852220fd9659884d3ddcab3/100x100.jpg,2167269,82000,0,"#이재명,#윤석열",channel_ranking
주간,2025-12-05,인기순위,news,한국,63,-7,장윤선의 취재편의점,https://i.playboard.app/p/jl0MChjUB0MuavoNxbi5eN_eGCxJSMC_QFcF-PESClRkQGJNWSyC2Ps_DLRFoCKBzfP0s4SNTA/100x100.jpg,1977448,93000,12000,"#윤석열,#김건희",channel_ranking
주간,2025-12-05,인기순위,news,한국,64,+51,뉴스데일리베스트,https://i.playboard.app/p/x47y0JOhpIETOPCc_kxDqZEKsY8Y5GR2tBV9tqrts4N9fVe1l_MDVnZhsTx3-xSYPOyXF8f-/100x100.jpg,1356427,199000,60000,"#뉴스데일리베스트,#데일리베스트",channel_ranking
주간,2025-12-05,인기순위,news,한국,65,-30,민주픽,https://i.playboard.app/p/9cfPcDDSln3sHmfzt4F-nYQU9rnYhfew9LoTnLeKqkCNbyp_FtOzXqnFM_z6Fl7kvLmi7JAE/100x100.jpg,9200999,501000,54700,"#이재명,#민주주의",channel_ranking
주간,2025-12-05,인기순위,news,한국,66,+3,손상대TV2,https://i.playboard.app/p/AATXAJxEFaVNFP8MU_YNXOhbNeMeMV9vu8nebl6eZxcd6w/100x100.jpg,932716,190000,15000,"#손상대TV2,#손상대",channel_ranking
주간,2025-12-05,인기순위,news,한국,67,-2,CBS 김현정의 뉴스쇼,https://i.playboard.app/p/umotk4DVE7XzPXxcU102AOJjPG2ypn2o8Oc-iahdgbx9OTheKf9FVaQIxCRR7elvNkk8RxIg_h4/100x100.jpg,3276051,52000,28000,"#댓꿀쇼,#뉴스연구소",channel_ranking
주간,2025-12-05,인기순위,news,한국,68,+10,채널A 김진의 돌직구쇼,https://i.playboard.app/p/sVU3So-w7nsn9FpZerPNcIg5Sm9zCIOlLcDvoGnByigJAoidFCYUP8HzR6InOznYPwvrT7MkMA/100x100.jpg,2707145,58000,90000,"#돌직구쇼,#김진",channel_ranking
주간,2025-12-05,인기순위,news,한국,69,+18,표영호 tv  / 경제적 자유와 행복을 위하여,https://i.playboard.app/p/6EQ6AeAXZ_k9mI6yjYLtV26Kuwa8_LY6fKO_sgMLrlQFkwFv9xAnXMCk0wYjpVW1Z9UtzqN7LQ/100x100.jpg,2475843,48000,10000,"#부동산,#부동산개발",channel_ranking
