Period,Ranking Date,Ranking Type,Category,Country,Rank,Rank Change,Channel Name,Profile Image,Views,Likes,Video Count,Tags,Type
주간,2025-12-05,인기순위,animals,한국,1,+104,신비한 동물사전,https://i.playboard.app/p/9cI6WC0xCnQd8IGiGthK-RCec27GHWks_p6U2P1Vey8xBncnOnzBxbe5e6d5P27bmDPfzZjh/100x100.jpg,92245468,269000,15000,"#코끼리,#악어",channel_ranking
주간,2025-12-05,인기순위,animals,한국,2,0,WildKing,https://i.playboard.app/p/h89CHu8xWHV-0_HrIAH5PNzHspUUlyNtr5lNRrB6y_lPFaTpeqyOWwR15u7wHu9v5ogOvLlATQ/100x100.jpg,50629822,122000,9,"#wild,#animals",channel_ranking
주간,2025-12-05,인기순위,animals,한국,3,-2,Healing Animal Energy,https://i.playboard.app/p/lGe2V3PROwIgwnY0W2Vuag6b5eUw3-rACynNubbM7ffvhrUCPzK1Dln40fG-puKqroFS7ktaPA/100x100.jpg,42622347,215000,0,"#animal,#Pet",channel_ranking
주간,2025-12-05,인기순위,animals,한국,4,+41,야생의 결투,https://i.playboard.app/p/MBBJmNA3MrHvHG59KdSQloFB_qjtnCcwLv0DV3wi3feCjC895gst4MkKSFrcBsk-7XKe_wveGlI/100x100.jpg,30390323,99000,0,,channel_ranking
주간,2025-12-05,인기순위,animals,한국,5,+9,World_Wild,https://i.playboard.app/p/Ogzd2v9wtRnUFGD231a8r3R5xo3LDDUBgBRey40PnhxIIKP5GVlT6_harHf1_U8yzNAS7xWqbA/100x100.jpg,28003377,71000,0,"#animal,#pattaya",channel_ranking
주간,2025-12-05,인기순위,animals,한국,6,+2,라온이네하우스 Raonine House,https://i.playboard.app/p/AATXAJwo3GKrEzbaGJj1fHFnRhcv1jRCAlOZVN3dbAdd/100x100.jpg,24321334,217000,0,"#Shorts,#귀여운 강아지",channel_ranking
주간,2025-12-05,인기순위,animals,한국,7,+35,The Cute Animals,https://i.playboard.app/p/MB5BUVVclbETCGuXuD36pANdi5uwTQ_knMTN1qkcZyROn2h680NyDXVX3NaZ8IjjI7XXrbWQ/100x100.jpg,23395406,67000,19100,"#Animals,#cute",channel_ranking
주간,2025-12-05,인기순위,animals,한국,8,-5,경이로운 순간,https://i.playboard.app/p/7pxXgq97KQ1L9LUuq-l6Nm3Pr9sH95DKsKz0Un_CQByPdpdfzRyWfi2gt1jKR9E7NIqQ3EHp/100x100.jpg,22466664,134000,0,"#Cat,#Moment-v4e",channel_ranking
주간,2025-12-05,인기순위,animals,한국,9,+6,인간극짱,https://i.playboard.app/p/tEe4aDBc6zEKwYnugK_oQoCLbtBYtZagel5dJsuxMzMIp7W-G9MmFGHPfxlBSCnIIprnoNQUqw/100x100.jpg,18033628,115000,0,,channel_ranking
주간,2025-12-05,인기순위,animals,한국,10,+80,Yoda Jjeom,https://i.playboard.app/p/PsgYUjGFkT-_2E6_y94kslKjOJ4z9lN-ohvIWGdJtcozDLTkoG4e9SNc11QcMFvq10vEoXwW2g/100x100.jpg,16867243,155000,0,,channel_ranking
주간,2025-12-05,인기순위,animals,한국,11,+1,하하호호,https://i.playboard.app/p/R_V6QfcQ5HgNLn_8TOLv3ZGITv9iiNeJBowYiOf3TIRsNkkBkcwDC57Z2AkKL-EIpFfgRiQy/100x100.jpg,15981917,92000,3323,"#youtubeshorts,#shorts",channel_ranking
주간,2025-12-05,인기순위,animals,한국,12,-2,팬픽,https://i.playboard.app/p/s3N5kZvIDwJcEA1RK9UKPb1V9A0TU2Bln4hjP_Pc_1amy80Q5kG6PQDdR-k_HlWY5L6DaCOP/100x100.jpg,13800150,196000,4835000,"#한국,#K팝",channel_ranking
주간,2025-12-05,인기순위,animals,한국,13,-7,링고다냥,https://i.playboard.app/p/Tyd4ukdiIBXO8R1LB14Ykf6IeregDho9MfvqFC8eLt_yhWr99z9ZRSIBm4NzXPz5RHCf0fgs/100x100.jpg,10053256,297000,0,"#shorts,#cat",channel_ranking
주간,2025-12-05,인기순위,animals,한국,14,-10,언더월드 UNDER WORLD,https://i.playboard.app/p/1Q12eCOp234fKI_nhoWoBMpXPgVaf-YTs_TTW1W9L_pyfoHdZT1PjhQiA5JcehlUo-4dnNTi/100x100.jpg,6980016,157000,22000,"#고양이,#집사",channel_ranking
주간,2025-12-05,인기순위,animals,한국,15,+3,한국마즈MARS Korea,https://i.playboard.app/p/9qnRbmId8GwV75zNRPDHb3150tIsivHoEGkbo0xi1yOTZqHClCGqsJfRo-RtVygE9NyQyAjVsw/100x100.jpg,4076230,367,1,"#강아지,#시저",channel_ranking
주간,2025-12-05,인기순위,animals,한국,16,+22,고양이극장,https://i.playboard.app/p/5DSNNVuEuBaElez2RWVdt2nFWVxIU8PmTj_oUfBsaRDtWJO8PslKThRoGED9zyOFsqduKZcs/100x100.jpg,9905011,123000,0,"#동물짤,#웃긴동물영상",channel_ranking
주간,2025-12-05,인기순위,animals,한국,17,+63,강형욱의 보듬TV,https://i.playboard.app/p/T7oEvbgaoNCEQU0EWM5wH1TxnyIspd-rNdV7nHUtPUkU5NvK3w0N3ex244_NCBx7EBFzTB64i8I/100x100.jpg,3433505,62000,0,"#보듬,#강형욱",channel_ranking
주간,2025-12-05,인기순위,animals,한국,18,+17,즐겁개 함께해옹,https://i.playboard.app/p/7GfEsnVMI9LXfhbkiBAeQkAk6A3nO4UxQoLzbtPGv8wrwapT5Czmyonw_46Su4CVJZZxubAK-9E/100x100.jpg,9361751,149000,0,"#강아지,#고양이",channel_ranking
주간,2025-12-05,인기순위,animals,한국,19,+88,스트로베리 터틀,https://i.playboard.app/p/Vnd873kocFNkMYK5o2xPhLOEw3Y1QV94ErPHLtE0MUycQfiX16tLCzIeeFUP5A0sgnHbDYWEcQ/100x100.jpg,9533902,115000,0,"#웃긴영상,#동물코미디",channel_ranking
주간,2025-12-05,인기순위,animals,한국,20,+69,말하는동물원 뿌빠TV,https://i.playboard.app/p/84a38ed9c0f3de04e39987e4a57cc691/100x100.jpg,2097818,92000,0,"#에버랜드,#푸바오",channel_ranking
주간,2025-12-05,인기순위,animals,한국,21,-4,납작개,https://i.playboard.app/p/qj6cCNJme9zyMPsp0Wbbx8kA4fs5hDAWkE1NqZWxT066OdJlS7nLuzx92HJ8uwoU35LI53iXGQ/100x100.jpg,8757910,85000,0,"#강아지,#동물",channel_ranking
주간,2025-12-05,인기순위,animals,한국,22,+9,포근한 발자국,https://i.playboard.app/p/LTy7LXQF1BkGrQnskKZXhaBGmqm2DUJYlnT4orFm9eqaoy7HvZk967CzJhIf1sfYZJPATrCGmw/100x100.jpg,8653302,93000,225000,"#강아지,#고양이",channel_ranking
주간,2025-12-05,인기순위,animals,한국,23,-4,숏동물원,https://i.playboard.app/p/WcJVs8dSqMdjDj4IMPBruDTCwhmepzZSnLeXz8fDv-NZ8bDGu6Wt2_cDtyRaIROCmnPfre3L/100x100.jpg,8457956,108000,0,"#고양이,#귀여운",channel_ranking
주간,2025-12-05,인기순위,animals,한국,24,+2,Mama Guard,https://i.playboard.app/p/8TMz-_v7ZrThGVGeEW8-170cLFhK6NYKfri6PJdaXStNw1RNYIOfFNJw760A7BjdhxD3ns1s/100x100.jpg,8605143,20000,0,"#momlove,#amordemadre",channel_ranking
주간,2025-12-05,인기순위,animals,한국,25,+22,FunAnimals,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",8319326,30000,0,"#AI,#animal",channel_ranking
주간,2025-12-05,인기순위,animals,한국,26,-4,보리와냥이,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",7051614,129000,0,"#강아지,#귀여운강아지",channel_ranking
주간,2025-12-05,인기순위,animals,한국,27,-11,세상방송,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",7277555,22000,24108,"#강아지,#dog",channel_ranking
주간,2025-12-05,인기순위,animals,한국,28,+21,정서불안 김햄찌,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",4226888,104000,22000,"#Aiart,#aimusic",channel_ranking
주간,2025-12-05,인기순위,animals,한국,29,+33,KBS동물티비 : 애니멀포유 animal4u,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",1353684,12000,10000,"#애니멀포유,#animal4u",channel_ranking
주간,2025-12-05,인기순위,animals,한국,30,NEW,GlitchNature,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",6502077,49000,3,"#GlitchNature,#자연버그",channel_ranking
주간,2025-12-05,인기순위,animals,한국,31,-6,Daily Mochi Bites🍡 모찌의 간식일기 📝 モチのひみつおやつ帳,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",6565068,24000,90000,,channel_ranking
주간,2025-12-05,인기순위,animals,한국,32,NEW,노리로,https://i.playboard.app/p/PndivmfN4UIJPtT6NXvdAK2BVOdoruxZhSPuoQIShFPO2RkEHr-RYuoYOBhx5bXuqQegKcF_Ow/100x100.jpg,5308355,101000,0,"#강아지,#고모집",channel_ranking
주간,2025-12-05,인기순위,animals,한국,33,-28,Immersion 1.0,https://i.playboard.app/p/C4cah5x7W_5PYc--xT4NPPuOEPot_Ebs7CDXvzxvrVO4jOiyXdU89l1Au85ctUK37-Pucp4XI5w/100x100.jpg,6268182,15000,421252,"#인간관계,#인생명언",channel_ranking
주간,2025-12-05,인기순위,animals,한국,34,+21,냥이아빠,https://i.playboard.app/p/9WwVSqVqMn3pBRvbBgJxjLnOTLi3pUCBo-5tOJ-3rvMiLwHima5JsP7YSEsGytWP0FpbtwKa7w/100x100.jpg,4820974,60000,63110,"#미어캣,#냥이",channel_ranking
주간,2025-12-05,인기순위,animals,한국,35,+9,짤막쇼츠,https://i.playboard.app/p/rfskHeQ_58koV8tSOlUoOaIv5G7y5AiFKP7wx77s9zEXgxOSxGW7tI9MbsY1KcQ6yqrC_71QLA/100x100.jpg,6125153,24000,90000,"#동물,#웃긴영상",channel_ranking
주간,2025-12-05,인기순위,animals,한국,36,+84,댕잡았다,https://i.playboard.app/p/o4q_AKd7sV6ieEVm-_t4zo7tTQzhcQRjSDlPXeXeLklwsp8DR5beTG3nvHq9_ZAGZiGX3tSRlA/100x100.jpg,5540779,74000,0,"#강아지,#반려동물",channel_ranking
주간,2025-12-05,인기순위,animals,한국,37,+17,푸둥푸둥,https://i.playboard.app/p/A034w8xGzYaWndKQ2oglNHlS0xE3zEwQRVRZmdSzIahQFcaAtQVTpIO-UKaiBQctYW9976A78w/100x100.jpg,4559509,162000,4,"#푸바오,#아이바오",channel_ranking
주간,2025-12-05,인기순위,animals,한국,38,+61,시골강아지 도담이,https://i.playboard.app/p/FnkpwdAMb192glWJrZeJ4xJkOdqihdhK6PfYhEqjJR4W4F3dE0aOkP7h0EQmVbfdkGbjROPyFgI/100x100.jpg,5194374,84000,15000,"#강아지,#시골강아지",channel_ranking
주간,2025-12-05,인기순위,animals,한국,39,+2,신자몽,https://i.playboard.app/p/63ArZrbvDoLcPDnaW8dFJFhOYIUA8H53NeDBkkjJPaG_uX4oP1A-DjbIeObqJMDtVQ90xRCu/100x100.jpg,5601133,39000,111470,,channel_ranking
주간,2025-12-05,인기순위,animals,한국,40,+96,댕스토리,https://i.playboard.app/p/2ro0rtlVWu7b7eguqhvwCUaOHQi3A0wRBjuuTWC5J32TmHIzhkXyLHJ0mQJq-PomwJU-FR0k/100x100.jpg,4872729,79000,0,"#고양이,#강아지",channel_ranking
주간,2025-12-05,인기순위,animals,한국,41,+34,갓즐 Enjoy Together,https://i.playboard.app/p/kOeYItEtir--nHqe7ptnSzS_AcbrNHQN_b-bRr5TA6JF2fDk5Nbj-AMPK7J03Bl1qYT4AtGUGw/100x100.jpg,4807265,82000,0,"#댕댕이,#구조",channel_ranking
주간,2025-12-05,인기순위,animals,한국,42,NEW,굿바이,https://i.playboard.app/p/frmWM-9gxaoft97YMezT5ERZzb9PIwR4oJIXSlFpr4aKPS54w4kp1R6XsI_XcJBEhrVRxECEVW0/100x100.jpg,4939831,63000,72218,"#애니멀,#동물",channel_ranking
주간,2025-12-05,인기순위,animals,한국,43,-30,리뷰콜라 : Animal Moments,https://i.playboard.app/p/TyN9hY3ch0857EUk7ZSUJagK-2f9Kdyrt4hogmnkVMAkpUgyYDFwhMGIOM5262H09yztpf65FA/100x100.jpg,5464680,0,1631,"#shorts,#동물",channel_ranking
주간,2025-12-05,인기순위,animals,한국,44,+50,일본의 그레이트 피레니즈,https://i.playboard.app/p/neG6dVc51KZHFwJoc1BKHASNkMjA__jtx9EWhAnIBqgmSj8YJPr8BhmIiNkbi-9-kd2LMP7vkNc/100x100.jpg,4957758,47000,0,"#大型犬,#グレートピレニーズ",channel_ranking
주간,2025-12-05,인기순위,animals,한국,45,-25,WILD PEAKS,https://i.playboard.app/p/eKc300VrUS1iNoLa9j7noWd3tIu8Z1v4GoLgMQJTVI93MCTPqos41z89H9iksZtjwuoBHHyu/100x100.jpg,5143907,16000,6,"#MountainGoats,#WildlifePhotography",channel_ranking
주간,2025-12-05,인기순위,animals,한국,46,+52,Wild Clash Prime,https://i.playboard.app/p/qBgOP7xT-DtVPSZdFosB1oT7IOA16h2K32OKMMmOorhTmoW2mrQ0jZRv1xilQc_BuEX5BgigRw/100x100.jpg,5133944,9,40000,"#wild,#animal",channel_ranking
주간,2025-12-05,인기순위,animals,한국,47,+17,지식북,https://i.playboard.app/p/ZZGoV1qM1Yb24MQM0vyDf7Z9LpFYIinjOej8VtAHQfU4lOh4RV6REsjfKOGGNS6_lr3xtjEj/100x100.jpg,4530681,59000,57000,,channel_ranking
주간,2025-12-05,인기순위,animals,한국,48,NEW,강아지분양고양이분양 마이펫🐶,https://i.playboard.app/p/JRc8RmZOBHEYcGLuftFLMGj7OB60Bcv4d89E_Rxp11Z6WKEupBllrtQpON9e_V4fy94HvRBHbQ/100x100.jpg,997398,8,1,"#강아지분양,#고양이분양",channel_ranking
주간,2025-12-05,인기순위,animals,한국,49,+48,[THE SOY]루퐁이네,https://i.playboard.app/p/AATXAJxP9ZmA7zF8dMDtpWGS2wX3_-QhWTcN2239qQtT/100x100.jpg,832933,29000,0,"#루디,#퐁키",channel_ranking
주간,2025-12-05,인기순위,animals,한국,50,-39,AI Wild Moments,https://i.playboard.app/p/VUFmJoYGK3zIXmlM0jkH1dZFHj5Vw6jUC1M5gfCiYAZmGdHw_I7dEQuZwoBVQzBg1LSmmYTu/100x100.jpg,3992085,64000,0,"#동물,#야생",channel_ranking
주간,2025-12-05,인기순위,animals,한국,51,-42,Pawfect Wilds,https://i.playboard.app/p/Hnv1PCLWPnm3vSkFPfOs5KzWi3JDz561HuvSsIwG01WeHOd-oQUO-Gr6AawHSwHuJL_0IKjYkKE/100x100.jpg,4597552,0,78232,"#생존본능,#자연다큐",channel_ranking
주간,2025-12-05,인기순위,animals,한국,52,-45,Rescue Bots & Pets,https://i.playboard.app/p/lvWZvu_tHF4hRPntEYLc8CEOmPdZKgkTctfXLvONsXNEPbEC6BQnd_9PhVvI7SEZD_1E6OYwWQ/100x100.jpg,4567168,0,3185,"#shorts,#야생동물영상",channel_ranking
주간,2025-12-05,인기순위,animals,한국,53,-32,묘한그동물,https://i.playboard.app/p/ULY8657y4yX6T3upsyOzYtarXtsYNfY3DoONwt_XIaTIyFzeKoHxSpz9ooyiu9RUg97cvvXzfQ/100x100.jpg,4007813,52000,0,"#고양이,#cat",channel_ranking
주간,2025-12-05,인기순위,animals,한국,54,+9,10초뉴스,https://i.playboard.app/p/0oWb23iOf0N72iVwHg6Ic0GwTo4MBAEOEfLIruYjjbLastATtT8IyEJ6pxCCuV0PYdiwSZunjQ/100x100.jpg,4491864,2,70000,"#Mamosher,#Sound",channel_ranking
주간,2025-12-05,인기순위,animals,한국,55,NEW,여우냥,https://i.playboard.app/p/TD182kXcKXAR1P3akNLx8Si2mt7908Y3kGcO0l4uemZdM_da6usnGvxPomc2u-jNXrpQ33dGYg/100x100.jpg,4052735,40000,0,"#동물,#웃긴",channel_ranking
주간,2025-12-05,인기순위,animals,한국,56,+294,Fluffy Moments,https://i.playboard.app/p/3vNEBYEu058RjVy2FJbPIjxjrZUkOKPFGFu4fWZUjKgRSbgSNC9ftPFPL2mXO_ObBWgJUM_UfwI/100x100.jpg,4020121,29000,0,"#Kitten,#고양이",channel_ranking
주간,2025-12-05,인기순위,animals,한국,57,-18,김양갱은 못말려,https://i.playboard.app/p/bvGUWS-QoatmUx6N72HmDl5VWEh0_TaSdhDQHvOiOhGNAqTrrdJ2Y_J1VXDISV11CWmKx3Co/100x100.jpg,3375472,86000,0,,channel_ranking
주간,2025-12-05,인기순위,animals,한국,58,+3,Furry Friend in Me,https://i.playboard.app/p/FvTSaAv5O6_SRctwQVYrXEyFwcC_z6xZX_WWXH77rnxl-yQ2Lwq9_5JBqO65QPKVxVeyckWoz8g/100x100.jpg,4011471,20000,1,"#cute,#animals",channel_ranking
주간,2025-12-05,인기순위,animals,한국,59,-31,주월드,https://i.playboard.app/p/o6jmQnuqJLRuN5hpztyLyR_x27WAOwroeHs62O60OQUhWg51y6AqUabsXtjSypn54wr4E8rczA/100x100.jpg,3784753,39000,0,"#강아지,#댕댕이",channel_ranking
주간,2025-12-05,인기순위,animals,한국,60,-30,포포TV,https://i.playboard.app/p/c75LvMMBjm4Zes-3jd9XvMds7-_hngtPUQomlYe2haMq7uNLLF_KUmtwMXr7fEkhUvoaRQC-3w/100x100.jpg,3651740,45000,0,"#동물이야기,#교감",channel_ranking
주간,2025-12-05,인기순위,animals,한국,61,+87,바오패밀리사랑,https://i.playboard.app/p/JR6SmlU0vb8ELHTGdIeR3qWT9sfESVD8mG0Mcl_uvWqbk0i2CKfyN6wYLo3nkCbXFXCWqbVL-g/100x100.jpg,713524,18000,1,"#루이바오,#푸바오",channel_ranking
주간,2025-12-05,인기순위,animals,한국,62,+6,귀여워 힐링,https://i.playboard.app/p/bJU9Iw482k1lL5b5idD4vgeUYYi6hzpbn4sUhWePl6WtAOdQMH-1xrXd705-HkamZwl3QP1bGg/100x100.jpg,3633573,42000,0,"#funny,#귀여운고양이",channel_ranking
주간,2025-12-05,인기순위,animals,한국,63,+62,꿈꾸는 뽀동이,https://i.playboard.app/p/6xxWavCF2rGpqjP_EhvKkOe2xW4IkLIE0kbewSt3xoXZRimyzqZGjlp121aoNZNOxRLhC3WUGMo/100x100.jpg,2781554,50000,0,"#꿈꾸는,#뽀동이",channel_ranking
주간,2025-12-05,인기순위,animals,한국,64,-14,냥숏,https://i.playboard.app/p/aj8NuR5N_kv49JFk5dibBG5N1pTvJ6jj2ZogC8gyfH1w97ubeNQ-yN1YwrpZNDI1UHUiN3ulnA/100x100.jpg,3467858,43000,3278000,"#고양이,#cat",channel_ranking
주간,2025-12-05,인기순위,animals,한국,65,-41,유머 동물원,https://i.playboard.app/p/V-cSnRNzsallL1L0y6AmwsalEWEXDFZgs0rVA0dSoR4cVkzr4PjnvXT8twsB1RGY8q84uyqt3w/100x100.jpg,3322760,44000,0,"#동물짤,#재미짤",channel_ranking
주간,2025-12-05,인기순위,animals,한국,66,+35,으으냥,https://i.playboard.app/p/AAUvwnjdhZ22wIj8CoL0L1wOdLtOeAVKmfWvx0sxvVdo/100x100.jpg,2590601,62000,0,"#고양이,#길고양이",channel_ranking
주간,2025-12-05,인기순위,animals,한국,67,-15,생물도감,https://i.playboard.app/p/wtOXONYsipzrljj5TBQZmjFSvqGDwVsjMD6Gr7SEIAxLe__KMpmaZbXEMxYSLB3yeYTLHOkW/100x100.jpg,3719754,0,0,"#동물,#생물",channel_ranking
주간,2025-12-05,인기순위,animals,한국,68,-45,김코인,https://i.playboard.app/p/k603Omisj-aFkUTS3oAm15uRU110nTDByleWUNzIiblkuJU5n0whv937QndBo0obR7ny5FOInQ/100x100.jpg,3387197,30000,22200,"#강아지,#무지개다리",channel_ranking
주간,2025-12-05,인기순위,animals,한국,69,NEW,Beautiful_Struggle,https://i.playboard.app/p/-SZ-wwvuq9nysS_aPHAbglxHjhrPb0p8spP05AgKZJ2As9hWCjmp30LpaLtBoR4zkb3ouliRVyY/100x100.jpg,3580744,6,43099,"#viral,#shorts",channel_ranking
주간,2025-12-05,인기순위,animals,한국,70,+370,상냥스럽개,https://i.playboard.app/p/NpZCMLnRN4Q8QyUp-TaLyWUE2RdQuReoJmUMvgoTv2SpXUWO7QfuaOnHCWyid6QSLS8jklyY/100x100.jpg,3405290,16000,3,"#강아지,#댕댕이",channel_ranking
주간,2025-12-05,인기순위,animals,한국,71,+6,편집중,https://i.playboard.app/p/KdtTRaY4xtcH-vWM3c5VUMG6aMpvvF_ONZpa5h5xv0hNXQ7bWB5SPnBrZhkkpBw8ZNoFLHY8ow/100x100.jpg,3308429,19000,17900,"#더빙,#웃긴영상",channel_ranking
주간,2025-12-05,인기순위,animals,한국,72,+69,haha ha,https://i.playboard.app/p/AATXAJz1b1z0OB3UHPa6UHmikKln9PyQxJnTy21OS4DXzg/100x100.jpg,468206,22000,0,"#hahaha,#고양이",channel_ranking
주간,2025-12-05,인기순위,animals,한국,73,-16,김줄스 ZoolsKim,https://i.playboard.app/p/B1lQbWa64DdiQ2g0z8Aupj0I3ZlBwJY4njlwWmFElrJRvBZDhm38J2sTuwzqgw37gEC6glaF-8o/100x100.jpg,433129,23000,142000,"#연못,#가물치",channel_ranking
주간,2025-12-05,인기순위,animals,한국,74,-15,더빙농장,https://i.playboard.app/p/slKE9MuzeRHzhzl7KdiYQXGrCk2m8dwoOLNCm54JOgLE28rsJLKAcAYzMzuTIgIMztskkq_eQGg/100x100.jpg,2918497,36000,22100,,channel_ranking
주간,2025-12-05,인기순위,animals,한국,75,+119,오늘도 귀여워,https://i.playboard.app/p/J_ChMrwtM6R4HGkuHbYo8zDoPzG82RVybWnSYlstSDOOeymg02PLrdYnuLxj7n5hxqeC2pZ1bw/100x100.jpg,2936241,29000,90000,"#반려동물,#shorts",channel_ranking
주간,2025-12-05,인기순위,animals,한국,76,NEW,Ly Pu,https://i.playboard.app/p/bU9XGnGuS1F9wvW1016atOCh4phvtpKQKhCEnXtcrOHw-wuS3Fwb0vqn9Eq2_xmytarVhNJxuQ/100x100.jpg,720580,2,0,"#아기고양이,#젖먹는고양이",channel_ranking
주간,2025-12-05,인기순위,animals,한국,77,+54,주토픽스,https://i.playboard.app/p/gW9bVTaJRv8gFoLO6zHjcKWn2EZ3JpYid0pmNQoxbMfipWwPVJ5RpQR9BJpCkRXM3N4O3qXeJA/100x100.jpg,2739760,43000,40000,,channel_ranking
주간,2025-12-05,인기순위,animals,한국,78,-45,야생의 세계,https://i.playboard.app/p/S_EGerA9jX67k-6XMJK-8DaLkFUCGOeGDIv8ZZPpbf9BfOgQEUG3hI83Av4Zt-U4aMcLq04MitM/100x100.jpg,3100837,5,6,"#야생의,#세계",channel_ranking
주간,2025-12-05,인기순위,animals,한국,79,-8,뭉치의 개팔상팔,https://i.playboard.app/p/AAUvwniJ5VMd7sqeaGap_V4er_-eSElU-xYqRugopOCc/100x100.jpg,1917888,17000,0,"#개뭉치,#하대동개뭉치",channel_ranking
주간,2025-12-05,인기순위,animals,한국,80,+16,하필유필(HaFeelYouFeel),https://i.playboard.app/p/E4Lwj5m6UinPVF3Qjbbw8EqR2JovXtvcoVth-EpKK7MBtw5TyqhGlRFdjvlyN3bE1SfcZQ2XUg/100x100.jpg,1203392,63000,192000,"#dog,#예쁜개",channel_ranking
주간,2025-12-05,인기순위,animals,한국,81,+42,푸바오월드 FUBAO WORLD,https://i.playboard.app/p/z1z_INKAlyt8kAOLxa4SzU3BuhRDEDZo1uGG7hTz96mNmOMZEpI4fabY7WVeOAQG5U3YDoplvfg/100x100.jpg,529211,32000,0,"#판다,#cute",channel_ranking
주간,2025-12-05,인기순위,animals,한국,82,+144,멍땅,https://i.playboard.app/p/K1j-BCC71YG3DrjNRKaWOn1omr-WxTC9-Ker4BqOH545W0Wb1Y19TkEjkoGKaB0YLx2PuZttfAk/100x100.jpg,2737315,16000,15400,"#동물,#감동",channel_ranking
주간,2025-12-05,인기순위,animals,한국,83,+121,천재 호야와 신나는 하루,https://i.playboard.app/p/sfUcbc7AnevBvL6X5ha4Lk-9LmKJWGdU9DDa7exQGFDx-PSAaoTghSLQDQlnV6rePtk09r75ONg/100x100.jpg,2247755,17000,0,"#반려견,#리트리버",channel_ranking
주간,2025-12-05,인기순위,animals,한국,84,+115,냥땅,https://i.playboard.app/p/VrYz4ktBmrBerovM38x2KTIGz7Pkq_PD7ZesS4e5KU9gbcvgPpi0zzosA_A4ZCxa26EmUwMT/100x100.jpg,2672428,20000,80000,,channel_ranking
주간,2025-12-05,인기순위,animals,한국,85,+101,wonderwilds,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",2771240,9,0,"#동물,#영상",channel_ranking
주간,2025-12-05,인기순위,animals,한국,86,-5,귯걸,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",2644427,21000,17400,"#리트리버,#강아지",channel_ranking
주간,2025-12-05,인기순위,animals,한국,87,+6,yumyum_kingdom 냠냠왕국,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",770902,48000,58000,"#강아지,#반려동물",channel_ranking
주간,2025-12-05,인기순위,animals,한국,88,-59,명동물관,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",2580184,24000,81117000,"#강아지영상,#말티푸",channel_ranking
주간,2025-12-05,인기순위,animals,한국,89,NEW,재이와 냥이들,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",2315883,46000,0,"#고양이,#cat",channel_ranking
주간,2025-12-05,인기순위,animals,한국,90,+22,꽁이네 TV  💕  kkong's house 💕,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",2375246,39000,1,"#꽁이네,#강아지일상",channel_ranking
주간,2025-12-05,인기순위,animals,한국,91,+55,이거만 보고 자,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",2526489,20000,26312000,"#유머,#유머영상",channel_ranking
주간,2025-12-05,인기순위,animals,한국,92,NEW,마음을 이어,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",2443730,24000,13100,"#Samba,#Baila",channel_ranking
주간,2025-12-05,인기순위,animals,한국,93,+518,지구한바퀴숏,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",2496614,16000,17800,"#해외여행,#호주",channel_ranking
주간,2025-12-05,인기순위,animals,한국,94,+250,찰떡콩떡,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",2299908,35000,8411000,"#테슬라,#모델Y",channel_ranking
주간,2025-12-05,인기순위,animals,한국,95,+40,개감동이양,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",824140,32000,212000,"#개감동,#동물",channel_ranking
