Period,Ranking Date,Type,Country,Category,Criteria,Rank,Rank Change,Video Title,Views,Upload Date,Tags,Channel Name,Subscribers,Thumbnail,Video ID
일간,2026-06-10,shorts,한국,교육,조회수 순위,1,+16,부처님의 가르침,2753700,2026.02.16,"#부처님,#buddha",연꽃시선,"188,000",https://img.youtube.com/vi/GetcCuPE-xY/mqdefault.jpg,GetcCuPE-xY
일간,2026-06-10,shorts,한국,교육,조회수 순위,2,+33,18년 동안 매일 아침 껍질을 깐 아빠의 진짜 속마음,1554729,2026.06.07,"#오렌지,#메세지",짤파민,"17,300",https://img.youtube.com/vi/BMlvWB1fTDI/mqdefault.jpg,BMlvWB1fTDI
일간,2026-06-10,shorts,한국,교육,조회수 순위,3,-2,6년간 딸에게 월급은 커녕 반찬값도 안주던 90살 아버지의 진심,1505136,2026.06.05,,캠히어로,"160,000",https://img.youtube.com/vi/t4T2P-Ahdr4/mqdefault.jpg,t4T2P-Ahdr4
일간,2026-06-10,shorts,한국,교육,조회수 순위,4,-2,위이잉~ 튼튼쌤과 색깔 모기를 잡아요 🦟,1397776,2026.05.26,"#핑크퐁,#튼튼쌤",핑크퐁 (인기 동요・동화),"16,500,000",https://img.youtube.com/vi/qBKbtylVlhE/mqdefault.jpg,qBKbtylVlhE
일간,2026-06-10,shorts,한국,교육,조회수 순위,5,+3,아기가 된 뽀로로 10초 요약👶🏻,975543,2026.05.08,"#아기뽀로로,#뽀로로9기",뽀로로(Pororo),"7,400,000",https://img.youtube.com/vi/vwi2jUC3Bhs/mqdefault.jpg,vwi2jUC3Bhs
일간,2026-06-10,shorts,한국,교육,조회수 순위,6,+1,도심 한복판에서 불꽃이? 중장비 작업 중 마주친 아찔한 전기 화재,952148,2026.06.05,"#worker,#process",Core Craft (코어 크래프트),"3,990",https://img.youtube.com/vi/7H0WtsAHfMA/mqdefault.jpg,7H0WtsAHfMA
일간,2026-06-10,shorts,한국,교육,조회수 순위,7,+5,콤바인이 고장났어 1,862215,2026.05.02,"#shorts,#클린뚝딱정비소",깨비키즈 [KEBIKIDS],"6,530,000",https://img.youtube.com/vi/inJIz7npVt0/mqdefault.jpg,inJIz7npVt0
일간,2026-06-10,shorts,한국,교육,조회수 순위,8,+25,알록달록한 워터볼! 💦🔴🟢🔵🟡 | Pop the Colorful Balls,844385,2026.02.11,"#리아차차,#shorts",리아차차 LiaChaCha - 인기동요,"543,000",https://img.youtube.com/vi/Fi1E25whE_M/mqdefault.jpg,Fi1E25whE_M
일간,2026-06-10,shorts,한국,교육,조회수 순위,9,+7,1급 감독관 임한림이 김무열을 의지하는 이유,814431,2026.06.07,"#참교육,#김무열",영화한입하실,"24,700",https://img.youtube.com/vi/rK65VY_XbWA/mqdefault.jpg,rK65VY_XbWA
일간,2026-06-10,shorts,한국,교육,조회수 순위,10,-7,수영 천재가 집에서 하는 미친 훈련법,812628,2026.05.18,"#수영,#수영선수",지구촌픽,"105,000",https://img.youtube.com/vi/KVAQJMDo2Eo/mqdefault.jpg,KVAQJMDo2Eo
일간,2026-06-10,shorts,한국,교육,조회수 순위,11,0,뽀로로 9기 하이라이트 | 루피가 괴물에게 잡혀갔어요!,811575,2026.02.19,"#뽀로로9기,#뽀로로",뽀로로(Pororo),"7,400,000",https://img.youtube.com/vi/Gsm-1Dz5vj8/mqdefault.jpg,Gsm-1Dz5vj8
일간,2026-06-10,shorts,한국,교육,조회수 순위,12,NEW,새 학교 생활에 적응 중인 승희,809525,2026.05.29,"#shorts,#영화",FUN창고,"8,850",https://img.youtube.com/vi/2v176eeVYqc/mqdefault.jpg,2v176eeVYqc
일간,2026-06-10,shorts,한국,교육,조회수 순위,13,+13,"""바람 불어도 걱정 끝!"" 소중한 내 식물을 지켜주는 스마트 스프레이 쉴드 😬🌸",805396,2026.04.30,,Daily life 2848,"28,200",https://img.youtube.com/vi/g0NT5Khlmhk/mqdefault.jpg,g0NT5Khlmhk
일간,2026-06-10,shorts,한국,교육,조회수 순위,14,+29,Печь отопительно-варочная🔥🧱Внутреннее устройство🛠️,772631,2026.01.26,"#печь,#печка",3D PECHNIK,"102,000",https://img.youtube.com/vi/nMtQhJncoC4/mqdefault.jpg,nMtQhJncoC4
