Period,Ranking Date,Type,Country,Category,Criteria,Rank,Rank Change,Video Title,Views,Upload Date,Tags,Channel Name,Subscribers,Thumbnail,Video ID
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,1,0,엄마 까투리 | Shorts | 누가 내 케이크 먹었어?!,7748222,2026.06.05,"#까투리,#katuri",엄마 까투리,"1,460,000",https://img.youtube.com/vi/HCLhEh1nSsE/mqdefault.jpg,HCLhEh1nSsE
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,2,+227,다 쓰러뜨려야되는데 식탁보를 너무 잘 빼서 벌어진 일,1918877,2026.06.08,,깊은밤호랑이,"15,900",https://img.youtube.com/vi/zONJ3YEUR-0/mqdefault.jpg,zONJ3YEUR-0
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,3,+1,촉법소년 제대로 응징하는 김무열,1914269,2026.06.07,"#참교육,#김무열",무비포착,"30,700",https://img.youtube.com/vi/HVUoRFt2_Xs/mqdefault.jpg,HVUoRFt2_Xs
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,4,NEW,도박에 빠진 학생 참교육하는 김무열,1841580,2026.06.10,"#참교육,#김무열",무비포착,"30,700",https://img.youtube.com/vi/W2iBeUpYR5s/mqdefault.jpg,W2iBeUpYR5s
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,5,+1,촉법소년한테 교도소 참교육 해주는 김무열,1778840,2026.06.07,"#참교육,#김무열",무비포착,"30,700",https://img.youtube.com/vi/kalkD83f7DQ/mqdefault.jpg,kalkD83f7DQ
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,6,-1,촉법소년도 교도소 참교육하는 김무열,1692435,2026.06.06,"#참교육,#김무열",무비포착,"30,700",https://img.youtube.com/vi/MKfrgU1GGGc/mqdefault.jpg,MKfrgU1GGGc
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,7,+1,최고의 쉐프 이호영을 감동시킨 강성재의 오성잡채,1622496,2026.06.08,"#취사병전설이되다,#박지훈",어도어,"7,650",https://img.youtube.com/vi/aobzWGF9FdM/mqdefault.jpg,aobzWGF9FdM
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,8,+6,학교 안에서 와이파이가 된 최하층..,1541045,2026.06.06,"#참교육,#드라마참교육",얼뚱숏,"15,600",https://img.youtube.com/vi/qYVAGsT6hNo/mqdefault.jpg,qYVAGsT6hNo
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,9,-6,진상 학부모 고소장 먹인 김무열,1529173,2026.06.06,"#참교육,#김무열",무비포착,"30,700",https://img.youtube.com/vi/63t7MW9EhMk/mqdefault.jpg,63t7MW9EhMk
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,10,+212,'토르망치를 잡는다'를 바꾼 미친 애드립ㅋㅋ,1326423,2026.06.08,"#비하인드,#토르",무비하인드,"51,800",https://img.youtube.com/vi/ymD7pQWtunU/mqdefault.jpg,ymD7pQWtunU
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,11,+10,교도소에서 절대 건들면 안되는 사람,1226545,2026.06.07,"#참교육,#드라마참교육",라마의드라마,"71,700",https://img.youtube.com/vi/Z4PMH1wXG1A/mqdefault.jpg,Z4PMH1wXG1A
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,12,-5,퇴마사 나타 (Ne Zha 1 edit),1191051,2026.01.24,"#movie,#movieedits",𝔇𝔞𝔪𝔞𝔤𝔢𝔡 𝔜,"479,000",https://img.youtube.com/vi/59e1c48SxcE/mqdefault.jpg,59e1c48SxcE
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,13,-11,진상 학부모 법정에서 참교육하는 김무열,1129704,2026.06.08,"#참교육,#김무열",무비포착,"30,700",https://img.youtube.com/vi/SVaIqIHwNdw/mqdefault.jpg,SVaIqIHwNdw
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,14,+25,When You Fold Under Slight Pressure... | ‪@DeadTales-W‬,962294,2026.06.05,,Dead Tales,"12,100",https://img.youtube.com/vi/iCQpcaFoHfw/mqdefault.jpg,iCQpcaFoHfw
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,15,+94,촉법소년 급발진 제압 참교육 임한림,932350,2026.06.09,,감동마실,"27,599",https://img.youtube.com/vi/qcCCW6UYehA/mqdefault.jpg,qcCCW6UYehA
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,16,NEW,악마같은 학생 참교육한 천재 사무관,898606,2026.06.10,"#참교육,#김무열",무비포착,"30,700",https://img.youtube.com/vi/-rzMaK3MwjY/mqdefault.jpg,-rzMaK3MwjY
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,17,+46,남자를 둔 두 여자의 내기,881638,2026.06.09,"#드라마,#쇼츠",모노무비,"2,570",https://img.youtube.com/vi/26SjkdDdSQA/mqdefault.jpg,26SjkdDdSQA
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,18,+73,한입 먹자 프랑스 파리가  펼쳐지는 6성급 프렌치 요리,869555,2026.06.09,"#취사병전설이되다,#박지훈",어도어,"7,650",https://img.youtube.com/vi/J2b2Wps5J00/mqdefault.jpg,J2b2Wps5J00
일간,2026-06-10,shorts,한국,영화/애니메이션,조회수 순위,19,-8,지구 버그 발견함 ㄷㄷ,853085,2026.06.09,,쑈옷,"463,000",https://img.youtube.com/vi/lwjAirvc0ms/mqdefault.jpg,lwjAirvc0ms
