Period,Ranking Date,Type,Country,Rank,Rank Change,Video Title,Views,Upload Date,Tags,Channel Name,Subscribers,Thumbnail
일간,2025-12-08,video,한국,1,0,CHA EUN-WOO 차은우 - 'Sweet Papaya' M/V,1938454,2025.11.28,"#차은우,#CHAEUNWOO",fantagio 판타지오,"1,260,000",https://i.playboard.app/p/AATXAJx3qrGphGiZfSWdsYkjP-qskwX0IMCiOlCW5pD67g/100x100.jpg
일간,2025-12-08,video,한국,2,0,VERIVERY - 'RED (Beggin')' Official M/V,1177506,2025.12.01,"#베리베리,#VERIVERY",VERIVERY,"402,000",https://i.playboard.app/p/ZaW5GhH5WhcILBMql8LhXTkM_kq0DO2lr4ehe8vvL8gZbrrj2Y2oUa2R1Ex8hh6Bk_O1Cwn9/100x100.jpg
일간,2025-12-08,video,한국,3,+1,LGE.COM 홈스타일 오프닝 편 | LGE.COM,1175573,2025.11.21,"#LGECOM,#홈스타일",LG전자,"411,000",https://i.playboard.app/p/X-00ikAbY4t2vLl63zvsvdzSzhq7dh1mNOiwj2RgJKTJf-AiewIL-5Q23nF7rQPkboH0BDdgSA/100x100.jpg
일간,2025-12-08,video,한국,4,-1,[바비톡] 툭하면 날 알아주는 톡! 바비톡 | (15s),881035,2025.11.17,,바비톡 - Babitalk,"24,700",https://i.playboard.app/p/HKUptO27cu4hq3hQGijOHPhDaBkUzsM5GlAMNzkvuzMGQZFYQk0UNhZetfhQjjVt1ZWvxOB94Q/100x100.jpg
일간,2025-12-08,video,한국,5,NEW,"[바비톡] 툭하면 톡하는 우리사이, 툭하면 바비톡 | (Full ver.)",802601,2025.11.17,#이벤트📢,바비톡 - Babitalk,"24,700",https://i.playboard.app/p/HKUptO27cu4hq3hQGijOHPhDaBkUzsM5GlAMNzkvuzMGQZFYQk0UNhZetfhQjjVt1ZWvxOB94Q/100x100.jpg
일간,2025-12-08,video,한국,6,-1,블럭 다리 만들기 아이들을위한 편집 비디오,776792,2020.09.12,#BIBO와장난감,BIBO와 장난감,"15,800,000",https://i.playboard.app/p/AATXAJxT0s8JEmbA8exyZChFRjbHvf_AK0_sMqe2zQqI/100x100.jpg
일간,2025-12-08,video,한국,7,0,"양반 l 양반은 허기진다고 아무거나 안 먹지. 요즘 양반 , 요즘 한식 -  한식 맛의 오리지널 양반",719638,2025.11.03,,동원F&B(Dongwon),"37,800",https://i.playboard.app/p/FH56yK3ukI5SjQysrh9uurmCOcPJWryNF26qQqXXoXh6fKu6Kq-3IoI-gEbKQa1UIUI2HVPQ/100x100.jpg
일간,2025-12-08,video,한국,8,+6,안심에 진심 | 청소년 기본 비공개 설정편 | 틱톡 w 안재홍 & 최유리,626618,2025.11.17,,틱톡 TikTok Korea,"72,100",https://i.playboard.app/p/RDyre1y6fsJ65ucHuPljaS-kn7i0oC5KqmgnonbLfIxFSDI5R2v4tJoWDPCQlC6Wy6GvWHA-RQ/100x100.jpg
일간,2025-12-08,video,한국,9,0,청정라거-테라 TERRA CF : 테라의 시대 2,626304,2025.11.17,"#THE_ERA_OF_TERRA,#테라의_시대",HITEJINRO,"126,000",https://i.playboard.app/p/ubxjIFIFMFCCxi1H3Nj-7gTSrhKDo_WpEAxgs3b0IxvhHa50OFRtlWfmGt3ydrRubnBcCNgBrg/100x100.jpg
일간,2025-12-08,video,한국,10,+549,🐈188일째 퍼팅연습 꾸준함 성장 Live,621771,2025.12.07,#PRISMLiveStudio,로즈킴,"77,100",https://i.playboard.app/p/eWKjdQyfa1VJl1goQaBLc4G28XoB-cNQuL5MhXY1R7IDytbtgmDLCYFuhSf3HCcGf1LBEvXiGug/100x100.jpg
