Period,Ranking Date,Type,Country,Rank,Rank Change,Video Title,Views,Upload Date,Tags,Channel Name,Subscribers,Thumbnail
일간,2025-12-08,video,한국,1,+1,진짜 미치겠습니다!! 테디베어 소가 한국에 있습니다!!!! 일단 보시면 압니다. 귀여워 미쳐요 ㅋㅋㅋ,171957,2025.12.04,"#테디베어소,#마이애니멀스토리",다흑,"1,040,000",https://i.playboard.app/p/AATXAJy_4ZoP9pEari35c4N2DoEeriA6DTV0KsTgbBZtTA/100x100.jpg
일간,2025-12-08,video,한국,2,NEW,여명을 기다리며~,116744,2025.12.07,#PRISMLiveStudio,산방산신선,"10,900",https://i.playboard.app/p/vP5VItsmArQc5hRxnPZWAMc7vsyfJxjGtTbvianM7z9dgq98xlKsgfNPZObGuLt-v2QDR1ceQw/100x100.jpg
일간,2025-12-08,video,한국,3,+4,[MARS] NEW 시저 웜볼_사랑을 맛있게 데워요,111789,2025.11.12,,한국마즈MARS Korea,"8,830",https://i.playboard.app/p/9qnRbmId8GwV75zNRPDHb3150tIsivHoEGkbo0xi1yOTZqHClCGqsJfRo-RtVygE9NyQyAjVsw/100x100.jpg
일간,2025-12-08,video,한국,4,+4,"[힐스] 오랫동안 건강하게 힐스, 액티브 바이옴+ 멀티 베네핏 신제품_16:9_15초_LATE DAD",107662,2025.08.06,,힐스코리아,"2,360",https://i.playboard.app/p/AATXAJw8dFTFiZio-Gk-X96Y22uo1uQktxFJy-t1Q5iJ/100x100.jpg
일간,2025-12-08,video,한국,5,+4,[MARS] NEW 시저 웜볼_사랑을 맛있게 데워요,103928,2025.11.12,,한국마즈MARS Korea,"8,830",https://i.playboard.app/p/9qnRbmId8GwV75zNRPDHb3150tIsivHoEGkbo0xi1yOTZqHClCGqsJfRo-RtVygE9NyQyAjVsw/100x100.jpg
일간,2025-12-08,video,한국,6,-2,"[힐스] 오랫동안 건강하게 힐스, 액티브 바이옴+ 멀티 베네핏 신제품_16:9_15초_CAT MOM",100507,2025.08.06,,힐스코리아,"2,360",https://i.playboard.app/p/AATXAJw8dFTFiZio-Gk-X96Y22uo1uQktxFJy-t1Q5iJ/100x100.jpg
일간,2025-12-08,video,한국,7,-1,[MARS] NEW 시저 웜볼_사랑을 맛있게 데워요,96695,2025.11.12,,한국마즈MARS Korea,"8,830",https://i.playboard.app/p/9qnRbmId8GwV75zNRPDHb3150tIsivHoEGkbo0xi1yOTZqHClCGqsJfRo-RtVygE9NyQyAjVsw/100x100.jpg
일간,2025-12-08,video,한국,8,+2,★심쿵주의★ 인형처럼 생긴 테디베어 소를 만났는데...역대급으로 귀엽습니다..ㅠㅠ죽겠네요..,62522,2025.12.05,,정브르,"1,440,000",https://i.playboard.app/p/AATXAJwLSElHjDK5gUctZeZJYx5u9PXbnm9InK9boNms7A/100x100.jpg
일간,2025-12-08,video,한국,9,+5,"""6개월째 하숙 중이에요"" 시골에서 떠돌아다니다 들어온 집에 자연스럽게 눌러앉아 사는 애교만점 개 |",59094,2025.11.16,"#왜그러냥귀엽개,#개",EBS 세나개 x 고부해 - 왜그러냥? 귀엽개!,"408,000",https://i.playboard.app/p/XJXNY-4vM9jrh1ySAzdOloM3cJjIL3m0jgXVX2dKwVTQi5Q9cWzuTuHp4RTOhJBmhV6AOix-Og/100x100.jpg
일간,2025-12-08,video,한국,10,+3,La historia del crecimiento de la vicuña / 비쿠냐의 성장 이야기,49914,2025.11.29,,Paulino,"379,000",https://i.playboard.app/p/VK6zYUnTABCxhufG0aPt7BV2frear4a2e3FwltnwV5n3yiNiSgmScmkLddZsT2AswMvBOpcN/100x100.jpg
