Period,Ranking Date,Type,Country,Category,Criteria,Rank,Rank Change,Video Title,Views,Upload Date,Tags,Channel Name,Subscribers,Thumbnail,Video ID
일간,2026-06-14,shorts,한국,과학기술,조회수 순위,1,0,경력직  지게차의 센스,1634747,2026.06.05,N/A,야가다,"16,600",https://img.youtube.com/vi/V88mdmgtAzU/mqdefault.jpg,V88mdmgtAzU
일간,2026-06-14,shorts,한국,과학기술,조회수 순위,2,1,망한줄 알았는데 충격반전,735884,2026.05.28,N/A,야가다,"16,600",https://img.youtube.com/vi/gofBxiO5J4M/mqdefault.jpg,gofBxiO5J4M
일간,2026-06-14,shorts,한국,과학기술,조회수 순위,3,19,곽범의 미쳐버린 창의력ㅋㅋㅋㅋㅋㅋㅋ,657717,2026.05.10,N/A,잼픽스,"11,200",https://img.youtube.com/vi/Uyk3nAoeXf0/mqdefault.jpg,Uyk3nAoeXf0
일간,2026-06-13,shorts,한국,과학기술,조회수 순위,4,NEW,이름각인으로 판매량 UP!,685241,2026.06.12,,엑스툴 코리아,"1,340",https://img.youtube.com/vi/5uEK0tmiKrM/mqdefault.jpg,5uEK0tmiKrM
일간,2026-06-13,shorts,한국,과학기술,조회수 순위,5,+2,LX 25년 캠페인 - 엘엑씁니다 (30s),517275,2025.12.17,"#LX,#LX그룹",LX그룹,"2,560",https://img.youtube.com/vi/ewoCO-H0ZQE/mqdefault.jpg,ewoCO-H0ZQE
일간,2026-06-13,shorts,한국,과학기술,조회수 순위,6,-1,"Gerçek Zeka, İnsanların Kendilerini Nasıl Ele Verdiğini Bilmektir:",445171,2026.06.10,"#zekagelişimi,#kişiselgelişim",비전학,"23,500",https://img.youtube.com/vi/Z2O1t_XeuN4/mqdefault.jpg,Z2O1t_XeuN4
일간,2026-06-13,shorts,한국,과학기술,조회수 순위,7,NEW,꿀이 만들어지는 과정,419133,2026.06.12,,깔끔맨,"73,900",https://img.youtube.com/vi/MVengBJg0rw/mqdefault.jpg,MVengBJg0rw
일간,2026-06-13,shorts,한국,과학기술,조회수 순위,8,+1,석유의 마지막 진화형,370110,2026.06.08,,방구석지구촌,"542,000",https://img.youtube.com/vi/SAcwlNd0TQ8/mqdefault.jpg,SAcwlNd0TQ8
일간,2026-06-13,shorts,한국,과학기술,조회수 순위,9,+10,6개월간 해골물 마신 썰 풉니다... (feat. 헛돌던 칠침봉),308641,2026.05.08,"#커피,#실험",무쓸모,"191,000",https://img.youtube.com/vi/lEDCpvuzksE/mqdefault.jpg,lEDCpvuzksE
일간,2026-06-13,shorts,한국,과학기술,조회수 순위,10,NEW,스테인리스&금속&크래프트지&종이 모두 각인 가능!,308520,2026.06.12,,엑스툴 코리아,"1,340",https://img.youtube.com/vi/H_Lifu02pT8/mqdefault.jpg,H_Lifu02pT8
일간,2026-06-13,shorts,한국,과학기술,조회수 순위,11,+37,알고보면 절대 못한다는 일본 챌린지?,303959,2026.05.18,,무지성 갤러리,"70,200",https://img.youtube.com/vi/LHdlK9cToZY/mqdefault.jpg,LHdlK9cToZY
일간,2026-06-13,shorts,한국,과학기술,조회수 순위,12,-10,전사한 적군의 폰으로 전화를 하는 이유,299670,2026.06.06,"#군대,#밀리터리",말이죠,"12,700",https://img.youtube.com/vi/svPCdnDryQE/mqdefault.jpg,svPCdnDryQE
일간,2026-06-13,shorts,한국,과학기술,조회수 순위,13,+9,GPS 없어도 길 안 잃는 방법,296069,2026.06.09,"#shorts,#생존기술",찐숏픽,"4,850",https://img.youtube.com/vi/NnTBtk7J2pE/mqdefault.jpg,NnTBtk7J2pE
일간,2026-06-13,shorts,한국,과학기술,조회수 순위,14,NEW,나이 확인해라,293601,2026.06.12,#shorts,13.1cm,"80,800",https://img.youtube.com/vi/7cMY3sEwT74/mqdefault.jpg,7cMY3sEwT74
일간,2026-06-13,shorts,한국,과학기술,조회수 순위,15,-9,İnsanlar Doğası Gereği En Sakin Olanı Takip Eder #,277653,2026.06.07,"#kişiselgelişim,#girişimcilik",비전학,"23,500",https://img.youtube.com/vi/JS9GoMzifXk/mqdefault.jpg,JS9GoMzifXk
일간,2026-06-13,shorts,한국,과학기술,조회수 순위,16,+8,배 전용 엘리베이터,277489,2026.06.09,,깔끔맨,"73,900",https://img.youtube.com/vi/UQUZlSFrxek/mqdefault.jpg,UQUZlSFrxek
일간,2026-06-13,shorts,한국,과학기술,조회수 순위,17,+19,목숨을 살리는 종이,267633,2026.06.06,,방구석지구촌,"542,000",https://img.youtube.com/vi/1ZKLi2X2BVA/mqdefault.jpg,1ZKLi2X2BVA
일간,2026-06-13,shorts,한국,과학기술,조회수 순위,18,0,비버의 이빨,260458,2026.06.08,,깔끔맨,"73,900",https://img.youtube.com/vi/ylrpgQXV-eQ/mqdefault.jpg,ylrpgQXV-eQ
일간,2026-06-13,shorts,한국,과학기술,조회수 순위,19,+23,두꺼운 강관을 안에서부터 갈라버리는 기계의 정체,255406,2026.06.07,"#비굴착교체,#파이프버스팅",만족 연구소,"52,600",https://img.youtube.com/vi/BYSWxBkB29I/mqdefault.jpg,BYSWxBkB29I
