Period,Ranking Date,Type,Country,Category,Criteria,Rank,Rank Change,Video Title,Comments,Upload Date,Tags,Channel Name,Subscribers,Thumbnail,Video ID
일간,2026-06-14,shorts,한국,전체,댓글 순위,50,NEW,“대북 확성기”로 그렇게 “고생시켰던” 국민의힘을 “또 뽑아준 강화군!?” 이재명 대통령도 체념..,1100,2026.06.13,#shorts,쏴아아,"334,000",https://img.youtube.com/vi/cLLW5ETUwTA/mqdefault.jpg,cLLW5ETUwTA
일간,2026-06-14,shorts,한국,전체,댓글 순위,51,NEW,뉴스공장은 더 똘똘뭉치는데 매불쇼는 시끄러워지는 이유,1100,2026.06.14,"#김어준,#최욱",팩트비하인드,"32,500",https://img.youtube.com/vi/RyVhTGqexXw/mqdefault.jpg,RyVhTGqexXw
일간,2026-06-14,shorts,한국,전체,댓글 순위,52,NEW,해외 언론이 예측한 월드컵 일본 네덜란드전 결과ㄷㄷㄷ,1100,2026.06.14,"#shorts,#월드컵",축구토크,"14,700",https://img.youtube.com/vi/2B8ZCzCCkFA/mqdefault.jpg,2B8ZCzCCkFA
일간,2026-06-14,shorts,한국,전체,댓글 순위,53,NEW,"6천명이라고 ""항의폭주"" 현장 시민들 분노한 이유.",1100,2026.06.14,"#대한민국,#정치",브리핑코리아,"78,600",https://img.youtube.com/vi/TlYkICupq54/mqdefault.jpg,TlYkICupq54
일간,2026-06-14,shorts,한국,전체,댓글 순위,54,NEW,주적이 궁금하니? 간첩을 알려줄게,1100,2026.06.14,,고발뉴스TV,"769,000",https://img.youtube.com/vi/N_ozaudz7Yk/mqdefault.jpg,N_ozaudz7Yk
일간,2026-06-14,shorts,한국,전체,댓글 순위,55,+278,is ICONIC🪽,1040,2026.06.13,"#IROHA,#ICONICBYMISTAKE",ILLIT,"4,820,000",https://img.youtube.com/vi/iTID_J6rwg0/mqdefault.jpg,iTID_J6rwg0
일간,2026-06-14,shorts,한국,전체,댓글 순위,56,+1,우리집이 항상 깨끗한 이유✌🏻,1034,2026.06.11,,헤이홈 heyhome,"13,400",https://img.youtube.com/vi/cFoYA1n1NFM/mqdefault.jpg,cFoYA1n1NFM
일간,2026-06-14,shorts,한국,전체,댓글 순위,57,NEW,체코전 수비를 진두지휘하는 김민재,1000,2026.06.14,"#김민재,#kimminjae",JUN STUDIO,"65,900",https://img.youtube.com/vi/K4VpnwGnjC4/mqdefault.jpg,K4VpnwGnjC4
일간,2026-06-14,shorts,한국,전체,댓글 순위,58,NEW,아이는 부모를 비추는 거울,1000,2025.01.22,"#김프로,#유백합",김프로KIMPRO,"133,000,000",https://img.youtube.com/vi/FiFmbozbJ7U/mqdefault.jpg,FiFmbozbJ7U
일간,2026-06-14,shorts,한국,전체,댓글 순위,59,NEW,진짜 미쳐버린 지구 근황,1000,2026.06.14,#shorts,군림보,"1,530,000",https://img.youtube.com/vi/F4kldDfp8h8/mqdefault.jpg,F4kldDfp8h8
일간,2026-06-14,shorts,한국,전체,댓글 순위,60,+558,하프 스페이스 공략이 통했던 체코전   [국대: 로드 투 노스 아메리카],1000,2026.06.12,"#홍명보,#오현규",JUN STUDIO,"65,900",https://img.youtube.com/vi/UoAWAvvcwmE/mqdefault.jpg,UoAWAvvcwmE
일간,2026-06-14,shorts,한국,전체,댓글 순위,61,-13,고등학생들이 단체로 전투복을 입고 등교한 이유,1000,2026.06.13,"#군인,#부사관",K-엔진,"83,600",https://img.youtube.com/vi/KHB0CTvbYTE/mqdefault.jpg,KHB0CTvbYTE
일간,2026-06-14,shorts,한국,전체,댓글 순위,62,+20,삼성 vs 정부 기싸움 근황,1000,2026.06.13,,주먹감자,"23,000",https://img.youtube.com/vi/jcIeKGich6U/mqdefault.jpg,jcIeKGich6U
일간,2026-06-14,shorts,한국,전체,댓글 순위,63,NEW,이 돈 드릴테니 미국월드컵에서 축구공 사와주실수있나요?,1000,2026.06.14,,보겸TV,"18,400,000",https://img.youtube.com/vi/SgnUWya7kFU/mqdefault.jpg,SgnUWya7kFU
일간,2026-06-14,shorts,한국,전체,댓글 순위,64,+19,추경호 말 바뀐 신공항 근황,1000,2026.06.11,"#세금,#공약이행",폴리버스,"153,000",https://img.youtube.com/vi/lMSrXy-NZc0/mqdefault.jpg,lMSrXy-NZc0
일간,2026-06-14,shorts,한국,전체,댓글 순위,65,NEW,이 악물고 줄여 말하는 MBN 기자에 화난 시민들 I 잠실 올림픽공원 I 올공,1000,2026.06.14,,보수공사,"24,300",https://img.youtube.com/vi/0IYT_CM-Fxs/mqdefault.jpg,0IYT_CM-Fxs
