Period,Ranking Date,Type,Country,Category,Criteria,Rank,Rank Change,Video Title,Likes,Upload Date,Tags,Channel Name,Subscribers,Thumbnail,Video ID
일간,2026-06-14,shorts,한국,전체,좋아요 순위,1,+4,Oil vs Water (Part 4),307266,2026.06.13,"#Shorts,#Food",DoubleBite,"1,840,000",https://img.youtube.com/vi/QSlcUrZpEBE/mqdefault.jpg,QSlcUrZpEBE
일간,2026-06-14,shorts,한국,전체,좋아요 순위,2,NEW,산책 중 갑자기 피가 철철 뭐야? 왜 다쳤어? 어디가 아파? 가만있어봐 겨울철 동물 비상용 먹거리 열매 맛있냐! 아휴 못살아!,182471,2024.12.26,"#강아지,#댕댕이",권럭키,"126,000",https://img.youtube.com/vi/HsNGG6N8O1g/mqdefault.jpg,HsNGG6N8O1g
일간,2026-06-14,shorts,한국,전체,좋아요 순위,3,NEW,@katseyeworld  is ICONIC🫶,156411,2026.06.14,"#MINJU,#ILLIT",ILLIT,"4,820,000",https://img.youtube.com/vi/Zcnk7jTmHos/mqdefault.jpg,Zcnk7jTmHos
