Period,Ranking Date,Type,Country,Category,Criteria,Rank,Rank Change,Video Title,Views,Upload Date,Tags,Channel Name,Subscribers,Thumbnail,Video ID
일간,2026-06-13,shorts,한국,스포츠,조회수 순위,1,NEW,축구팬들 소름 돋게 만든 메시의 여유,2523215,2026.06.13,"#메시,#인터마이애미",숏포츠,"23,200",https://img.youtube.com/vi/Gc2L9MkcnJo/mqdefault.jpg,Gc2L9MkcnJo
일간,2026-06-13,shorts,한국,스포츠,조회수 순위,2,NEW,손흥민 : 황인범은 지단이야!!,1787211,2026.06.13,#sohrts,방구석스포츠,"21,100",https://img.youtube.com/vi/B6NkvNSfaLk/mqdefault.jpg,B6NkvNSfaLk
일간,2026-06-13,shorts,한국,스포츠,조회수 순위,3,NEW,상대의 태클에 화가 난 손흥민의 놀라운 대응,1712552,2026.06.12,,들었어?,"233,000",https://img.youtube.com/vi/vhOmyqcbrvM/mqdefault.jpg,vhOmyqcbrvM
일간,2026-06-13,shorts,한국,스포츠,조회수 순위,4,0,체코전 출격 직전의 손흥민,1625827,2026.06.12,"#2026북중미월드컵,#fifaworldcuponyt",올스,"388,000",https://img.youtube.com/vi/UbTHdtT7EDY/mqdefault.jpg,UbTHdtT7EDY
일간,2026-06-13,shorts,한국,스포츠,조회수 순위,5,-4,링 위에서 펼쳐지는 예술적인 타격의 미학,1597240,2026.05.31,"#fighter,#technique",풍풍이네,"31,700",https://img.youtube.com/vi/v6qy6KuIysA/mqdefault.jpg,v6qy6KuIysA
일간,2026-06-13,shorts,한국,스포츠,조회수 순위,6,+1,F1 스탑 챌린지,1292785,2026.05.06,"#f1,#formula1",SNE - Sports Nice Entertainment,"123,000",https://img.youtube.com/vi/4KyCA_Yt-zk/mqdefault.jpg,4KyCA_Yt-zk
일간,2026-06-13,shorts,한국,스포츠,조회수 순위,7,NEW,체코전 황희찬 VS 황인범 접기 대결🔥,1260503,2026.06.13,"#황희찬,#황인범",JUN STUDIO,"64,700",https://img.youtube.com/vi/5N9LqG9gyFI/mqdefault.jpg,5N9LqG9gyFI
일간,2026-06-13,shorts,한국,스포츠,조회수 순위,8,+4,2026 FIFA 월드컵 응원하러 가자!!!⚽  ​⁠‪@YouTube‬  ‪@fifa‬,1114180,2026.06.11,"#AD,#FIFAWorldCup",꽉잡아윤기-Kwakyoongy,"940,000",https://img.youtube.com/vi/NuJsPjn3Ez8/mqdefault.jpg,NuJsPjn3Ez8
일간,2026-06-13,shorts,한국,스포츠,조회수 순위,9,+4,미국을 경악하게 만든 동양 무술,1109215,2026.06.11,"#격투기,#킥복싱",매거진 시크,"116,000",https://img.youtube.com/vi/7Hk_aRwtetg/mqdefault.jpg,7Hk_aRwtetg
일간,2026-06-13,shorts,한국,스포츠,조회수 순위,10,-7,저격수 송구?,1028954,2026.06.10,"#mlb,#야구",YNY,"70,600",https://img.youtube.com/vi/-M4lMyKB9sI/mqdefault.jpg,-M4lMyKB9sI
